employee_id,department_name,management_tier,job_title,base_salary,performance_rating,tenure_years,age,gender,ethnicity,hire_date,termination_date,engagement_score,manager_satisfaction,work_life_balance_score,is_attrition,comp_ratio,tenure_cohort,flight_risk_flag
3828,Customer Success,Supervisor/Lead,Supervisor/Lead - Customer Success,70402.43,5,4.79,48,Non-Binary,Hispanic,2021-11-01,,6.0,9.99,6.0,0,0.965,3+ Years (Tenured),0
299,IT Support,Assistant Manager,Assistant Manager - IT Support,98107.04,3,1.6,34,Other,,2025-01-07,,1.0,5.0,1.0,0,1.211,1-3 Years (Mid-Tenure),0
2610,IT Support,Assistant Manager,Assistant Manager - IT Support,69978.22,3,4.14,29,,Two or More,2022-06-27,,9.99,5.0,8.0,0,0.864,3+ Years (Tenured),0
1214,IT Support,Assistant Manager,Assistant Manager - IT Support,73660.72,3,1.62,43,,Asian,2024-12-31,,8.0,6.0,3.0,0,0.909,1-3 Years (Mid-Tenure),0
2024,IT Support,Assistant Manager,Assistant Manager - IT Support,76290.01,4,0.63,41,Non-Binary,African American,2025-12-28,,3.0,2.0,1.0,0,0.942,0-1 Year (Onboarding),1
159,IT Support,Assistant Manager,Assistant Manager - IT Support,79493.18,4,4.44,33,Female,Caucasian,2022-03-07,,3.0,2.0,2.0,0,0.981,3+ Years (Tenured),1
988,IT Support,Assistant Manager,Assistant Manager - IT Support,95344.95,5,4.57,52,Other,African American,2022-01-20,,6.0,8.0,6.0,0,1.177,3+ Years (Tenured),0
254,IT Support,Assistant Manager,Assistant Manager - IT Support,72601.89,3,0.25,26,Other,Two or More,2023-09-05,2023-12-07,6.0,5.0,5.0,1,0.896,0-1 Year (Onboarding),0
3402,IT Support,Assistant Manager,Assistant Manager - IT Support,91716.71,4,0.58,40,Non-Binary,Two or More,2026-01-17,,8.0,4.0,7.0,0,1.132,0-1 Year (Onboarding),0
3664,IT Support,Assistant Manager,Assistant Manager - IT Support,78361.95,5,3.25,38,Non-Binary,Asian,2023-05-18,,6.0,8.0,6.0,0,0.967,3+ Years (Tenured),0
2886,IT Support,Assistant Manager,Assistant Manager - IT Support,97102.47,3,1.07,39,Other,African American,2025-07-19,,3.0,2.0,4.0,0,1.199,1-3 Years (Mid-Tenure),0
3656,IT Support,Assistant Manager,Assistant Manager - IT Support,76413.9,4,4.38,37,Male,Hispanic,2022-04-01,,7.0,4.0,2.0,0,0.943,3+ Years (Tenured),0
1769,IT Support,Assistant Manager,Assistant Manager - IT Support,63142.26,3,4.47,31,Female,Hispanic,2022-02-27,,4.0,3.0,1.0,0,0.779,3+ Years (Tenured),0
1177,IT Support,Associate,Associate - IT Support,40501.99,4,1.65,36,Male,African American,2024-12-19,,9.0,7.0,4.0,0,0.694,1-3 Years (Mid-Tenure),0
4272,IT Support,Associate,Associate - IT Support,49529.66,4,2.41,24,Other,Asian,2024-03-17,,6.0,5.0,3.0,0,0.848,1-3 Years (Mid-Tenure),0
4275,IT Support,Associate,Associate - IT Support,66114.58,3,1.78,40,Male,Two or More,2024-11-05,,7.0,1.0,6.0,0,1.132,1-3 Years (Mid-Tenure),0
316,IT Support,Associate,Associate - IT Support,53221.04,3,1.28,46,Female,Two or More,2025-05-05,,7.0,4.0,4.0,0,0.911,1-3 Years (Mid-Tenure),0
2910,IT Support,Associate,Associate - IT Support,43071.5,3,3.76,50,Female,Two or More,2022-11-11,,5.0,3.0,5.0,0,0.738,3+ Years (Tenured),0
686,IT Support,Associate,Associate - IT Support,41672.61,3,3.48,32,Female,African American,2023-02-21,,9.99,5.0,7.0,0,0.714,3+ Years (Tenured),0
3989,IT Support,Associate,Associate - IT Support,70414.34,2,4.5,25,Female,Hispanic,2022-02-16,,6.0,8.0,3.0,0,1.206,3+ Years (Tenured),0
2889,IT Support,Associate,Associate - IT Support,49763.58,1,1.25,31,Non-Binary,Asian,2025-02-23,2026-05-27,9.0,7.0,6.0,1,0.852,1-3 Years (Mid-Tenure),0
1590,IT Support,Associate,Associate - IT Support,43980.38,4,2.81,36,Non-Binary,Caucasian,2023-10-26,,8.0,3.0,9.0,0,0.753,1-3 Years (Mid-Tenure),0
1396,IT Support,Associate,Associate - IT Support,41567.04,4,4.61,54,Male,Two or More,2022-01-06,,1.0,2.0,9.99,0,0.712,3+ Years (Tenured),1
3358,IT Support,Associate,Associate - IT Support,47709.55,1,1.2,21,Female,Asian,2025-06-02,,9.0,6.0,5.0,0,0.817,1-3 Years (Mid-Tenure),0
4157,IT Support,Associate,Associate - IT Support,59186.28,3,1.65,49,Non-Binary,Hispanic,2023-03-18,2024-11-09,8.0,3.0,3.0,1,1.014,1-3 Years (Mid-Tenure),0
3323,IT Support,Associate,Associate - IT Support,48803.67,1,0.28,59,Other,Asian,2026-05-05,,9.0,5.0,8.0,0,0.836,0-1 Year (Onboarding),0
1397,IT Support,Associate,Associate - IT Support,55260.65,3,0.99,38,Female,Asian,2025-08-18,,8.0,4.0,3.0,0,0.946,0-1 Year (Onboarding),0
4091,IT Support,Associate,Associate - IT Support,64026.42,1,1.62,51,Other,Caucasian,2022-12-11,2024-07-26,6.0,5.0,5.0,1,1.097,1-3 Years (Mid-Tenure),0
2719,IT Support,Associate,Associate - IT Support,62999.68,3,3.91,56,Female,African American,2022-09-19,,4.0,8.0,5.0,0,1.079,3+ Years (Tenured),0
2964,IT Support,Associate,Associate - IT Support,62157.36,3,1.63,35,Female,Two or More,2024-12-28,,4.0,2.0,5.0,0,1.065,1-3 Years (Mid-Tenure),0
2935,IT Support,Associate,Associate - IT Support,41627.65,3,1.68,42,Female,Caucasian,2024-12-09,,8.0,4.0,8.0,0,0.713,1-3 Years (Mid-Tenure),0
2812,IT Support,Associate,Associate - IT Support,64302.37,4,1.76,43,Non-Binary,Hispanic,2024-11-11,,4.0,5.0,2.0,0,1.101,1-3 Years (Mid-Tenure),1
3972,IT Support,Associate,Associate - IT Support,62195.87,3,1.6,22,Male,Asian,2022-09-29,2024-05-05,7.0,6.0,3.0,1,1.065,1-3 Years (Mid-Tenure),0
3973,IT Support,Associate,Associate - IT Support,45676.87,3,0.34,43,Female,Asian,2026-04-12,,9.0,9.99,5.0,0,0.782,0-1 Year (Onboarding),0
639,IT Support,Associate,associate - it support,71830.44,3,0.42,49,Other,Caucasian,2025-07-07,2025-12-06,8.0,8.0,9.99,1,1.23,0-1 Year (Onboarding),0
1090,IT Support,Associate,Associate - IT Support,70049.54,4,3.63,37,Male,Hispanic,2022-12-30,,4.0,1.0,1.0,0,1.2,3+ Years (Tenured),1
3286,IT Support,Associate,Associate - IT Support,69512.94,2,0.98,54,Other,Hispanic,2025-08-23,,7.0,8.0,4.0,0,1.191,0-1 Year (Onboarding),0
2948,IT Support,Associate,Associate - IT Support,73016.47,5,4.24,28,Non-Binary,Two or More,2022-05-19,,4.0,1.0,7.0,0,1.251,3+ Years (Tenured),1
1330,IT Support,Associate,Associate - IT Support,59056.39,1,0.69,30,Other,Asian,2022-11-10,2023-07-21,6.0,5.0,5.0,1,1.011,0-1 Year (Onboarding),0
3418,IT Support,Associate,Associate - IT Support,61008.02,4,1.27,38,Non-Binary,Caucasian,2025-05-10,,7.0,7.0,4.0,0,1.045,1-3 Years (Mid-Tenure),0
3978,IT Support,Associate,Associate - IT Support,71193.45,3,0.48,44,Male,Two or More,2026-01-12,2026-07-06,3.0,2.0,8.0,1,1.219,0-1 Year (Onboarding),0
590,IT Support,Associate,Associate - IT Support,61983.0,4,0.52,37,Female,,2026-02-06,,5.0,5.0,1.0,0,1.062,0-1 Year (Onboarding),0
1369,IT Support,Associate,Associate - IT Support,43319.59,5,1.52,54,Non-Binary,Asian,2025-02-06,,5.0,9.0,3.0,0,0.742,1-3 Years (Mid-Tenure),0
700,IT Support,Associate,Associate - IT Support,56152.4,3,0.14,43,Male,Two or More,2026-06-24,,6.0,5.0,5.0,0,0.962,0-1 Year (Onboarding),0
1173,IT Support,Associate,Associate - IT Support,65183.69,4,4.77,54,Female,Two or More,2021-11-08,,4.0,5.0,3.0,0,1.116,3+ Years (Tenured),1
1302,IT Support,Associate,Associate - IT Support,56532.0,4,5.04,31,Other,Asian,2021-08-02,,5.0,7.0,7.0,0,0.968,3+ Years (Tenured),0
2953,IT Support,Associate,Associate - IT Support,69444.4,4,0.08,48,Female,Two or More,2026-02-10,2026-03-12,6.0,5.0,5.0,1,1.189,0-1 Year (Onboarding),0
1296,IT Support,Associate,Associate - IT Support,64910.18,4,1.09,50,Male,African American,2025-07-14,,3.0,5.0,1.0,0,1.112,1-3 Years (Mid-Tenure),1
1752,IT Support,Associate,Associate - IT Support,47161.77,3,2.12,24,Male,African American,2024-07-04,,6.0,6.0,6.0,0,0.808,1-3 Years (Mid-Tenure),0
236,IT Support,Associate,Associate - IT Support,67060.86,2,2.71,60,Female,African American,2023-11-30,,8.0,4.0,9.99,0,1.149,1-3 Years (Mid-Tenure),0
4198,IT Support,Associate,Associate - IT Support,65834.6,4,2.35,29,Non-Binary,African American,2024-04-10,,7.0,3.0,3.0,0,1.128,1-3 Years (Mid-Tenure),0
2916,IT Support,Associate,Associate - IT Support,74078.19,3,3.36,48,Male,African American,2023-04-08,,3.0,6.0,7.0,0,1.269,3+ Years (Tenured),0
1288,IT Support,Associate,Associate - IT Support,55416.58,5,1.03,22,Non-Binary,African American,2025-08-03,,9.0,7.0,9.0,0,0.949,1-3 Years (Mid-Tenure),0
2832,IT Support,Associate,Associate - IT Support,71212.25,3,0.2,38,Male,Asian,2026-06-02,,9.99,7.0,9.0,0,1.22,0-1 Year (Onboarding),0
3662,IT Support,Associate,Associate - IT Support,53404.51,3,5.11,56,Female,Hispanic,2021-07-07,,5.0,6.0,7.0,0,0.915,3+ Years (Tenured),0
4120,IT Support,Associate,Associate - IT Support,67779.18,5,3.51,27,Female,Two or More,2023-02-10,,2.0,1.0,9.99,0,1.161,3+ Years (Tenured),1
1481,IT Support,Associate,Associate - IT Support,40027.15,3,0.83,66,Female,Hispanic,2023-11-01,2024-08-31,3.0,4.0,1.0,1,0.686,0-1 Year (Onboarding),0
1484,IT Support,Associate,Associate - IT Support,60845.96,1,0.13,37,Female,Two or More,2026-06-29,,6.0,5.0,5.0,0,1.042,0-1 Year (Onboarding),0
1487,IT Support,Associate,Associate - IT Support,68146.64,4,3.99,52,Non-Binary,Two or More,2022-08-21,,9.0,8.0,9.99,0,1.167,3+ Years (Tenured),0
1490,IT Support,Associate,Associate - IT Support,51859.66,3,2.25,42,Other,Two or More,2024-05-17,,5.0,2.0,4.0,0,0.888,1-3 Years (Mid-Tenure),0
227,IT Support,Associate,Associate - IT Support,55249.08,4,3.69,29,Non-Binary,Hispanic,2022-12-06,,4.0,5.0,6.0,0,0.946,3+ Years (Tenured),1
1636,IT Support,Associate,Associate - IT Support,50580.16,4,2.66,35,Non-Binary,Caucasian,2023-12-17,,7.0,9.0,8.0,0,0.866,1-3 Years (Mid-Tenure),0
1199,IT Support,Associate,Associate - IT Support,57822.02,4,2.18,31,Male,Two or More,2024-06-09,,9.0,4.0,6.0,0,0.99,1-3 Years (Mid-Tenure),0
95,IT Support,Associate,Associate - IT Support,46001.36,3,2.22,41,Male,Two or More,2024-05-27,,3.0,1.0,1.0,0,0.788,1-3 Years (Mid-Tenure),0
1630,IT Support,Associate,Associate - IT Support,69631.24,3,0.85,44,Other,Asian,2025-10-08,,9.0,5.0,8.0,0,1.193,0-1 Year (Onboarding),0
1478,IT Support,Associate,Associate - IT Support,51539.25,4,2.29,28,Non-Binary,Caucasian,2024-05-01,,1.0,3.0,2.0,0,0.883,1-3 Years (Mid-Tenure),1
4040,IT Support,Associate,Associate - IT Support,58429.32,3,0.62,42,Male,Hispanic,2025-02-25,2025-10-10,6.0,5.0,5.0,1,1.001,0-1 Year (Onboarding),0
624,IT Support,Associate,Associate - IT Support,57856.6,3,0.96,41,Non-Binary,African American,2025-08-30,,4.0,5.0,2.0,0,0.991,0-1 Year (Onboarding),0
2824,IT Support,Associate,Associate - IT Support,41033.75,2,2.22,46,Female,Hispanic,2024-05-25,,7.0,9.0,1.0,0,0.703,1-3 Years (Mid-Tenure),0
1187,IT Support,Associate,Associate - IT Support,50481.28,2,1.28,31,Male,Asian,2024-02-16,2025-05-27,2.0,1.0,1.0,1,0.865,1-3 Years (Mid-Tenure),0
2772,IT Support,Associate,Associate - IT Support,69647.66,4,2.24,38,Female,Two or More,2024-05-21,,9.99,7.0,7.0,0,1.193,1-3 Years (Mid-Tenure),0
647,IT Support,Associate,Associate - IT Support,56536.81,3,0.52,32,Male,Hispanic,2021-11-06,2022-05-15,6.0,5.0,5.0,0,0.968,0-1 Year (Onboarding),0
2811,IT Support,Associate,Associate - IT Support,61394.01,3,4.23,29,Other,Caucasian,2022-05-24,,8.0,9.99,9.99,0,1.051,3+ Years (Tenured),0
1532,IT Support,Associate,Associate - IT Support,52566.72,1,3.12,34,Female,Asian,2023-07-05,,4.0,5.0,2.0,0,0.9,3+ Years (Tenured),0
3407,IT Support,Associate,Associate - IT Support,73872.05,3,4.94,45,Other,Caucasian,2021-09-08,,4.0,3.0,5.0,0,1.265,3+ Years (Tenured),0
1185,IT Support,Associate,Associate - IT Support,41380.49,5,0.67,47,Other,Asian,2022-04-06,2022-12-06,6.0,5.0,5.0,1,0.709,0-1 Year (Onboarding),0
1610,IT Support,Associate,Associate - IT Support,59150.29,2,4.07,45,Male,Two or More,2022-07-20,,8.0,5.0,8.0,0,1.013,3+ Years (Tenured),0
2739,IT Support,Associate,Associate - IT Support,65654.99,4,0.77,33,Non-Binary,Caucasian,2025-11-08,,1.0,4.0,2.0,0,1.124,0-1 Year (Onboarding),1
4005,IT Support,Associate,Associate - IT Support,63822.76,3,3.26,43,Other,Caucasian,2023-05-14,,5.0,6.0,5.0,0,1.093,3+ Years (Tenured),0
1717,IT Support,Associate,Associate - IT Support,69749.9,3,4.13,36,Female,Asian,2022-06-29,,6.0,5.0,3.0,0,1.195,3+ Years (Tenured),0
3449,IT Support,Associate,Associate - IT Support,72836.31,3,4.25,22,Other,Two or More,2022-05-15,,2.0,8.0,6.0,0,1.247,3+ Years (Tenured),0
1263,IT Support,Associate,Associate - IT Support,71024.35,3,3.58,45,Male,African American,2023-01-16,,6.0,9.0,7.0,0,1.216,3+ Years (Tenured),0
3369,IT Support,Associate,Associate - IT Support,69641.79,4,3.13,21,Non-Binary,African American,2023-07-01,,4.0,4.0,5.0,0,1.193,3+ Years (Tenured),1
668,IT Support,Associate,Associate - IT Support,59032.63,2,1.36,36,Female,Caucasian,2025-04-05,,7.0,8.0,5.0,0,1.011,1-3 Years (Mid-Tenure),0
50,IT Support,Associate,Associate - IT Support,71225.26,1,0.33,25,Male,Two or More,2026-04-18,,6.0,5.0,6.0,0,1.22,0-1 Year (Onboarding),0
1437,IT Support,Associate,Associate - IT Support,72195.46,4,0.54,58,Other,African American,2026-01-30,,7.0,6.0,2.0,0,1.236,0-1 Year (Onboarding),0
4013,IT Support,Associate,Associate - IT Support,62756.49,4,1.55,32,Non-Binary,Caucasian,2025-01-25,,8.0,7.0,9.99,0,1.075,1-3 Years (Mid-Tenure),0
746,IT Support,Associate,Associate - IT Support,48712.22,4,3.47,31,Female,Two or More,2023-02-25,,7.0,7.0,3.0,0,0.834,3+ Years (Tenured),0
4057,IT Support,Associate,Associate - IT Support,44016.16,2,3.76,54,Non-Binary,Hispanic,2022-11-11,,9.99,5.0,8.0,0,0.754,3+ Years (Tenured),0
1419,IT Support,Associate,Associate - IT Support,46498.67,2,1.78,39,Male,Asian,2024-11-05,,7.0,9.99,5.0,0,0.796,1-3 Years (Mid-Tenure),0
2865,IT Support,Associate,Associate - IT Support,46774.42,3,0.58,32,Non-Binary,African American,2026-01-16,,9.99,8.0,4.0,0,0.801,0-1 Year (Onboarding),0
4238,IT Support,Associate,Associate - IT Support,67558.48,1,2.36,43,Female,African American,2024-02-07,2026-06-18,5.0,5.0,1.0,1,1.157,1-3 Years (Mid-Tenure),0
3292,IT Support,Associate,Associate - IT Support,73385.06,2,4.88,21,Non-Binary,Hispanic,2021-09-28,,8.0,9.0,7.0,0,1.257,3+ Years (Tenured),0
1537,IT Support,Associate,Associate - IT Support,40228.34,3,3.3,31,Female,African American,2023-04-30,,4.0,5.0,1.0,0,0.689,3+ Years (Tenured),0
2742,IT Support,Associate,Associate - IT Support,62521.81,2,0.18,21,Non-Binary,Asian,2026-06-12,,4.0,6.0,4.0,0,1.071,0-1 Year (Onboarding),0
1154,IT Support,Associate,Associate - IT Support,72427.75,1,3.02,36,Non-Binary,Two or More,2023-05-03,2026-05-08,1.0,2.0,6.0,1,1.24,3+ Years (Tenured),0
3442,IT Support,Associate,Associate - IT Support,67862.27,3,1.89,22,Female,Caucasian,2024-09-23,,9.99,7.0,4.0,0,1.162,1-3 Years (Mid-Tenure),0
2857,IT Support,Associate,Associate - IT Support,50113.99,3,2.84,51,Other,African American,2023-10-14,,8.0,9.0,5.0,0,0.858,1-3 Years (Mid-Tenure),0
1683,IT Support,Associate,Associate - IT Support,45325.86,2,0.75,47,Non-Binary,Hispanic,2025-11-13,,3.0,4.0,9.0,0,0.776,0-1 Year (Onboarding),0
731,IT Support,Associate,Associate - IT Support,51023.1,3,2.82,35,Non-Binary,Two or More,2023-08-15,2026-06-09,3.0,1.0,5.0,1,0.874,1-3 Years (Mid-Tenure),0
306,IT Support,Associate,Associate - IT Support,65826.05,4,0.04,36,Female,Two or More,2026-07-30,,6.0,5.0,5.0,0,1.127,0-1 Year (Onboarding),0
493,IT Support,Associate,Associate - IT Support,40805.12,5,2.55,32,Male,Hispanic,2024-01-28,,1.0,1.0,3.0,0,0.699,1-3 Years (Mid-Tenure),1
3817,IT Support,Associate,Associate - IT Support,40807.26,2,3.03,51,Female,Asian,2022-11-10,2025-11-20,7.0,9.99,6.0,1,0.699,3+ Years (Tenured),0
945,IT Support,Associate,Associate - IT Support,43202.87,4,1.36,49,Non-Binary,Hispanic,2025-04-07,,4.0,3.0,4.0,0,0.74,1-3 Years (Mid-Tenure),1
3814,IT Support,Associate,Associate - IT Support,72273.83,3,2.32,40,Non-Binary,Hispanic,2024-04-21,,3.0,3.0,5.0,0,1.238,1-3 Years (Mid-Tenure),0
3810,IT Support,Associate,Associate - IT Support,66485.35,5,2.22,49,Male,Two or More,2024-05-28,,8.0,6.0,2.0,0,1.139,1-3 Years (Mid-Tenure),0
2513,IT Support,Associate,Associate - IT Support,46441.86,4,1.9,24,Other,African American,2024-09-20,,9.99,5.0,7.0,0,0.795,1-3 Years (Mid-Tenure),0
3808,IT Support,Associate,Associate - IT Support,43738.07,3,0.44,30,Non-Binary,,2026-03-09,,9.99,9.99,7.0,0,0.749,0-1 Year (Onboarding),0
13,IT Support,Associate,Associate - IT Support,50410.35,3,3.14,59,Other,African American,2023-06-25,,8.0,4.0,4.0,0,0.863,3+ Years (Tenured),0
926,IT Support,Associate,Associate - IT Support,50177.27,4,2.67,58,Other,Caucasian,2023-12-13,,4.0,2.0,2.0,0,0.859,1-3 Years (Mid-Tenure),1
2505,IT Support,Associate,Associate - IT Support,44271.15,3,2.02,52,Non-Binary,Two or More,2024-08-07,,9.99,8.0,6.0,0,0.758,1-3 Years (Mid-Tenure),0
2127,IT Support,Associate,Associate - IT Support,50647.44,4,0.84,30,Non-Binary,Asian,2025-10-13,,5.0,2.0,3.0,0,0.867,0-1 Year (Onboarding),0
946,IT Support,Associate,Associate - IT Support,67746.33,3,4.67,61,Male,Caucasian,2021-12-13,,6.0,6.0,6.0,0,1.16,3+ Years (Tenured),0
2498,IT Support,Associate,Associate - IT Support,67571.57,5,4.26,32,Female,African American,2022-05-12,,8.0,6.0,5.0,0,1.157,3+ Years (Tenured),0
2146,IT Support,Associate,Associate - IT Support,56508.96,4,4.26,43,Other,Asian,2021-09-03,2025-12-06,9.0,7.0,7.0,1,0.968,3+ Years (Tenured),0
920,IT Support,Associate,Associate - IT Support,65031.2,3,1.01,35,Female,Two or More,2025-04-08,2026-04-11,8.0,9.99,9.99,1,1.114,1-3 Years (Mid-Tenure),0
2166,IT Support,Associate,Associate - IT Support,48008.49,4,2.93,38,Female,Caucasian,2023-09-12,,1.0,3.0,3.0,0,0.822,1-3 Years (Mid-Tenure),1
3593,IT Support,Associate,Associate - IT Support,66057.91,5,3.25,35,Female,Asian,2023-05-16,,5.0,4.0,1.0,0,1.131,3+ Years (Tenured),0
3150,IT Support,Associate,Associate - IT Support,66988.65,3,0.44,46,Male,Hispanic,2026-03-06,,6.0,1.0,1.0,0,1.147,0-1 Year (Onboarding),0
917,IT Support,Associate,Associate - IT Support,64386.7,2,0.05,33,Other,Asian,2026-07-27,,6.0,5.0,5.0,0,1.103,0-1 Year (Onboarding),0
2482,IT Support,Associate,Associate - IT Support,72359.24,1,1.07,44,Male,Hispanic,2023-07-20,2024-08-12,6.0,6.0,6.0,1,1.239,1-3 Years (Mid-Tenure),0
2479,IT Support,Associate,Associate - IT Support,48895.47,4,4.5,46,Female,Caucasian,2022-02-14,,6.0,5.0,8.0,0,0.837,3+ Years (Tenured),0
900,IT Support,Associate,Associate - IT Support,44266.35,4,2.96,37,Male,Two or More,2023-08-31,,9.99,9.99,9.0,0,0.758,1-3 Years (Mid-Tenure),0
975,IT Support,Associate,Associate - IT Support,69673.94,3,1.47,47,Female,Caucasian,2025-02-25,,7.0,7.0,7.0,0,1.193,1-3 Years (Mid-Tenure),0
3108,IT Support,Associate,Associate - IT Support,67860.16,2,4.51,34,Other,African American,2022-02-10,,6.0,4.0,7.0,0,1.162,3+ Years (Tenured),0
253,IT Support,Associate,Associate - IT Support,46976.59,3,1.16,28,Female,Two or More,2025-06-17,,5.0,5.0,6.0,0,0.805,1-3 Years (Mid-Tenure),0
396,IT Support,Associate,Associate - IT Support,56593.47,3,0.87,41,Female,Asian,2025-10-01,,6.0,7.0,6.0,0,0.969,0-1 Year (Onboarding),0
984,IT Support,Associate,Associate - IT Support,59673.82,3,1.69,35,Male,Caucasian,2024-12-05,,7.0,2.0,4.0,0,1.022,1-3 Years (Mid-Tenure),0
3253,IT Support,Associate,Associate - IT Support,68160.57,3,3.27,46,Female,Two or More,2023-05-08,,8.0,7.0,5.0,0,1.167,3+ Years (Tenured),0
978,IT Support,Associate,Associate - IT Support,53029.56,5,0.12,40,Female,Caucasian,2026-07-01,,6.0,5.0,5.0,0,0.908,0-1 Year (Onboarding),0
3552,IT Support,Associate,Associate - IT Support,61599.1,3,0.84,46,Female,Asian,2025-10-13,,6.0,5.0,7.0,0,1.055,0-1 Year (Onboarding),0
3123,IT Support,Associate,Associate - IT Support,68794.77,2,2.88,41,Non-Binary,Hispanic,2023-09-29,,4.0,1.0,1.0,0,1.178,1-3 Years (Mid-Tenure),0
2030,IT Support,Associate,Associate - IT Support,46505.31,2,1.66,46,,Asian,2024-12-16,,1.0,1.0,5.0,0,0.796,1-3 Years (Mid-Tenure),0
2035,IT Support,Associate,Associate - IT Support,63172.8,3,3.91,52,Non-Binary,,2022-09-17,,6.0,4.0,9.99,0,1.082,3+ Years (Tenured),0
10,IT Support,Associate,Associate - IT Support,71566.27,1,1.07,48,Other,Hispanic,2025-07-21,,5.0,1.0,3.0,0,1.226,1-3 Years (Mid-Tenure),0
398,IT Support,Associate,Associate - IT Support,51515.85,4,0.34,47,Female,,2026-04-12,,7.0,2.0,9.99,0,0.882,0-1 Year (Onboarding),0
2044,IT Support,Associate,Associate - IT Support,43874.96,4,1.85,42,Female,Hispanic,2024-10-09,,4.0,2.0,3.0,0,0.751,1-3 Years (Mid-Tenure),1
2061,IT Support,Associate,Associate - IT Support,40075.37,3,4.52,42,Female,Caucasian,2022-02-09,,9.0,4.0,9.0,0,0.686,3+ Years (Tenured),0
3834,IT Support,Associate,Associate - IT Support,49372.42,3,3.06,58,Female,African American,2023-07-24,,2.0,1.0,3.0,0,0.846,3+ Years (Tenured),0
3831,IT Support,Associate,Associate - IT Support,70408.28,3,2.95,39,Female,Caucasian,2023-09-04,,8.0,3.0,9.99,0,1.206,1-3 Years (Mid-Tenure),0
2067,IT Support,Associate,Associate - IT Support,55681.61,4,0.93,50,Other,African American,2025-09-10,,4.0,7.0,7.0,0,0.954,0-1 Year (Onboarding),1
130,IT Support,Associate,Associate - IT Support,55716.01,3,3.7,33,Non-Binary,Two or More,2022-12-02,,5.0,6.0,5.0,0,0.954,3+ Years (Tenured),0
2084,IT Support,Associate,Associate - IT Support,62634.06,1,4.94,37,Other,Hispanic,2021-09-06,,3.0,8.0,1.0,0,1.073,3+ Years (Tenured),0
405,IT Support,Associate,Associate - IT Support,49099.71,3,2.15,32,Male,Hispanic,2024-06-22,,8.0,9.0,7.0,0,0.841,1-3 Years (Mid-Tenure),0
440,IT Support,Associate,Associate - IT Support,64973.98,5,0.18,52,Other,Two or More,2025-11-25,2026-01-30,6.0,5.0,5.0,1,1.113,0-1 Year (Onboarding),0
8,IT Support,Associate,Associate - IT Support,70017.38,4,4.2,23,Other,Hispanic,2022-06-05,,9.99,8.0,5.0,0,1.199,3+ Years (Tenured),0
3629,IT Support,Associate,Associate - IT Support,50329.81,3,0.1,53,Other,Asian,2026-07-10,,6.0,5.0,5.0,0,0.862,0-1 Year (Onboarding),0
5,IT Support,Associate,Associate - IT Support,60349.33,3,1.37,38,Other,Hispanic,2025-04-01,,5.0,6.0,1.0,0,1.034,1-3 Years (Mid-Tenure),0
3717,IT Support,Associate,Associate - IT Support,64001.28,1,1.4,54,Female,Hispanic,2025-03-21,,9.99,8.0,7.0,0,1.096,1-3 Years (Mid-Tenure),0
3716,IT Support,Associate,Associate - IT Support,68372.48,3,1.12,35,Other,African American,2025-07-04,,3.0,1.0,1.0,0,1.171,1-3 Years (Mid-Tenure),0
3714,IT Support,Associate,Associate - IT Support,72751.22,5,4.44,35,Male,Asian,2022-03-07,,6.0,7.0,8.0,0,1.246,3+ Years (Tenured),0
3188,IT Support,Associate,Associate - IT Support,67899.08,5,0.75,44,Other,Hispanic,2024-08-05,2025-05-04,7.0,9.0,4.0,1,1.163,0-1 Year (Onboarding),0
2304,IT Support,Associate,Associate - IT Support,52616.37,5,1.77,31,Other,Two or More,2024-11-08,,5.0,3.0,5.0,0,0.901,1-3 Years (Mid-Tenure),0
2311,IT Support,Associate,Associate - IT Support,73419.52,3,2.32,23,Non-Binary,Caucasian,2024-04-19,,8.0,8.0,1.0,0,1.257,1-3 Years (Mid-Tenure),0
3681,IT Support,Associate,Associate - IT Support,41973.2,2,3.5,32,Male,Asian,2023-02-14,,7.0,3.0,4.0,0,0.719,3+ Years (Tenured),0
2256,IT Support,Associate,Associate - IT Support,53151.59,2,3.8,31,Male,Hispanic,2022-10-29,,4.0,1.0,6.0,0,0.91,3+ Years (Tenured),0
451,IT Support,Associate,Associate - IT Support,45030.67,3,1.2,45,Non-Binary,Caucasian,2025-06-03,,5.0,6.0,1.0,0,0.771,1-3 Years (Mid-Tenure),0
2316,IT Support,Associate,Associate - IT Support,43777.54,3,4.34,49,Male,Caucasian,2022-04-15,,9.0,4.0,4.0,0,0.75,3+ Years (Tenured),0
168,IT Support,Associate,Associate - IT Support,66141.87,2,2.05,46,Non-Binary,Caucasian,2024-07-26,,5.0,7.0,6.0,0,1.133,1-3 Years (Mid-Tenure),0
448,IT Support,Associate,Associate - IT Support,66296.41,5,4.68,41,,Hispanic,2021-12-09,,7.0,9.0,2.0,0,1.135,3+ Years (Tenured),0
854,IT Support,Associate,Associate - IT Support,68663.09,5,0.55,41,Male,Hispanic,2026-01-27,,4.0,3.0,9.0,0,1.176,0-1 Year (Onboarding),1
4439,IT Support,Associate,Associate - IT Support,54112.71,2,5.01,31,Female,Asian,2021-08-13,,3.0,8.0,5.0,0,0.927,3+ Years (Tenured),0
