employee_id	department_name	management_tier	job_title	base_salary	performance_rating	tenure_years	age	gender	ethnicity	hire_date	termination_date	engagement_score	manager_satisfaction	work_life_balance_score	is_attrition	comp_ratio	estimated_replacement_cost	tenure_cohort	flight_risk_flag
4441	Sales	Associate	Associate - Sales	66147.35	4	1.21	34	Male	African American	2025-05-29	NULL	3.00	3.00	7.00	0	1.154	26458.9400	1-3 Years (Mid-Tenure)	1
2934	Sales	Associate	Associate - Sales	58707.43	4	0.81	37	Male	Caucasian	2025-10-23	NULL	6.00	4.00	2.00	0	1.024	23482.9720	0-1 Year (Onboarding)	0
106	Sales	Associate	Associate - Sales	47238.67	3	2.18	32	Male	Caucasian	2023-10-30	2026-01-02	5.00	5.00	3.00	1	0.824	18895.4680	1-3 Years (Mid-Tenure)	0
2922	Sales	Associate	Associate - Sales	55528.35	2	0.90	40	Male	Caucasian	2025-09-19	NULL	7.00	9.00	6.00	0	0.969	22211.3400	0-1 Year (Onboarding)	0
2914	Sales	Associate	Associate - Sales	69848.00	5	4.43	27	NULL	Caucasian	2022-03-11	NULL	7.00	3.00	2.00	0	1.219	27939.2000	3+ Years (Tenured)	0
2993	Sales	Associate	Associate - Sales	68560.48	5	1.48	50	Male	Asian	2025-02-20	NULL	2.00	5.00	1.00	0	1.196	27424.1920	1-3 Years (Mid-Tenure)	1
2999	Sales	Associate	Associate - Sales	40853.54	3	3.68	34	Other	Hispanic	2021-08-20	2025-04-25	7.00	1.00	3.00	1	0.713	16341.4160	3+ Years (Tenured)	0
462	Sales	Associate	Associate - Sales	57147.12	4	0.66	28	Male	NULL	2022-11-01	2023-06-29	NULL	NULL	NULL	1	0.997	22858.8480	0-1 Year (Onboarding)	0
1183	Sales	Associate	Associate - Sales	62859.21	3	3.85	36	Female	Hispanic	2022-10-10	NULL	7.00	6.00	5.00	0	1.097	25143.6840	3+ Years (Tenured)	0
3013	Sales	Associate	Associate - Sales	62973.09	3	2.18	57	Non-Binary	Two or More	2024-06-12	NULL	6.00	8.00	7.00	0	1.099	25189.2360	1-3 Years (Mid-Tenure)	0
2714	Sales	Associate	Associate - Sales	54216.97	3	1.01	41	Female	Two or More	2025-08-11	NULL	8.00	1.00	9.00	0	0.946	21686.7880	1-3 Years (Mid-Tenure)	0
3021	Sales	Associate	Associate - Sales	64747.45	2	3.05	43	Non-Binary	Two or More	2023-07-29	NULL	5.00	6.00	4.00	0	1.130	25898.9800	3+ Years (Tenured)	0
2890	Sales	Associate	Associate - Sales	70757.39	2	4.44	34	Male	African American	2022-03-10	NULL	8.00	NULL	8.00	0	1.234	28302.9560	3+ Years (Tenured)	0
1188	Sales	Associate	Associate - Sales	60124.27	1	2.57	21	Other	Caucasian	2024-01-19	NULL	1.00	1.00	3.00	0	1.049	24049.7080	1-3 Years (Mid-Tenure)	0
1189	Sales	Associate	Associate - Sales	65402.25	4	0.11	38	Male	Asian	2026-07-05	NULL	NULL	NULL	NULL	0	1.141	26160.9000	0-1 Year (Onboarding)	0
4097	Sales	Associate	Associate - Sales	69987.07	2	3.90	50	Male	NULL	2022-09-22	NULL	6.00	4.00	4.00	0	1.221	27994.8280	3+ Years (Tenured)	0
512	Sales	Associate	Associate - Sales	56972.91	4	4.07	31	Other	Two or More	2022-07-20	NULL	6.00	3.00	6.00	0	0.994	22789.1640	3+ Years (Tenured)	0
1197	Sales	Associate	Associate - Sales	61895.93	4	4.21	40	Female	African American	2022-05-30	NULL	9.00	7.00	8.00	0	1.080	24758.3720	3+ Years (Tenured)	0
3047	Sales	Associate	Associate - Sales	41171.14	3	0.27	58	Female	Two or More	2026-05-07	NULL	9.00	9.00	9.99	0	0.718	16468.4560	0-1 Year (Onboarding)	0
3050	Sales	Associate	Associate - Sales	45608.32	4	0.75	58	Female	Caucasian	2025-11-13	NULL	9.00	9.99	9.00	0	0.796	18243.3280	0-1 Year (Onboarding)	0
523	Sales	Associate	Associate - Sales	62514.48	3	3.64	59	Male	Two or More	2022-12-27	NULL	1.00	3.00	7.00	0	1.091	25005.7920	3+ Years (Tenured)	0
2843	Sales	Associate	Associate - Sales	70495.25	3	2.16	52	Male	African American	2024-06-16	NULL	4.00	3.00	5.00	0	1.230	28198.1000	1-3 Years (Mid-Tenure)	0
3058	Sales	Associate	Associate - Sales	51058.39	2	2.39	47	Female	Asian	2024-03-27	NULL	3.00	4.00	1.00	0	0.891	20423.3560	1-3 Years (Mid-Tenure)	0
3059	Sales	Associate	associate - sales	45522.27	4	4.26	29	Female	NULL	2022-05-12	NULL	4.00	3.00	2.00	0	0.794	18208.9080	3+ Years (Tenured)	1
1298	Sales	Associate	Associate - Sales	57135.71	3	1.12	45	Non-Binary	Hispanic	2024-02-03	2025-03-17	1.00	2.00	1.00	1	0.997	22854.2840	1-3 Years (Mid-Tenure)	0
32	Sales	Associate	Associate - Sales	69842.75	4	0.56	48	Male	NULL	2023-09-27	2024-04-19	8.00	7.00	9.00	1	1.219	27937.1000	0-1 Year (Onboarding)	0
3279	Sales	Associate	Associate - Sales	61619.04	3	5.06	42	Non-Binary	Two or More	2021-07-26	NULL	9.99	9.99	9.00	0	1.075	24647.6160	3+ Years (Tenured)	0
2573	Sales	Associate	Associate - Sales	48118.94	3	1.10	41	Male	Hispanic	2025-07-09	NULL	4.00	7.00	2.00	0	0.840	19247.5760	1-3 Years (Mid-Tenure)	0
3281	Sales	Associate	Associate - Sales	67600.83	5	3.57	42	NULL	Caucasian	2023-01-20	NULL	8.00	7.00	8.00	0	1.179	27040.3320	3+ Years (Tenured)	0
363	Sales	Associate	Associate - Sales	50658.35	5	0.83	35	Female	African American	2022-12-22	2023-10-22	NULL	NULL	NULL	1	0.884	20263.3400	0-1 Year (Onboarding)	0
633	Sales	Associate	Associate - Sales	59918.08	4	4.88	38	Non-Binary	Hispanic	2021-09-29	NULL	5.00	8.00	4.00	0	1.045	23967.2320	3+ Years (Tenured)	0
3288	Sales	Associate	Associate - Sales	49794.23	2	0.45	34	Non-Binary	Two or More	2023-09-09	2024-02-21	NULL	NULL	NULL	1	0.869	19917.6920	0-1 Year (Onboarding)	0
1331	Sales	Associate	Associate - Sales	67468.88	3	1.03	40	Other	Asian	2025-08-04	NULL	3.00	2.00	4.00	0	1.177	26987.5520	1-3 Years (Mid-Tenure)	0
2561	Sales	Associate	Associate - Sales	60129.92	4	1.42	45	Female	Two or More	2025-03-14	NULL	4.00	6.00	6.00	0	1.049	24051.9680	1-3 Years (Mid-Tenure)	1
959	Sales	Associate	Associate - Sales	68018.40	2	0.30	32	Other	Two or More	2026-04-28	NULL	5.00	7.00	3.00	0	1.187	27207.3600	0-1 Year (Onboarding)	0
1553	Sales	Associate	Associate - Sales	66244.28	5	4.94	35	Female	Caucasian	2021-09-08	NULL	5.00	3.00	6.00	0	1.156	26497.7120	3+ Years (Tenured)	0
360	Sales	Associate	Associate - Sales	54527.59	3	2.10	37	Other	Two or More	2024-07-10	NULL	5.00	2.00	4.00	0	0.951	21811.0360	1-3 Years (Mid-Tenure)	0
4143	Sales	Associate	Associate - Sales	45432.23	2	1.01	26	Other	Two or More	2025-08-10	NULL	5.00	3.00	3.00	0	0.793	18172.8920	1-3 Years (Mid-Tenure)	0
368	Sales	Associate	Associate - Sales	64442.70	2	2.30	24	Female	Hispanic	2021-07-26	2023-11-12	NULL	NULL	NULL	1	1.124	25777.0800	1-3 Years (Mid-Tenure)	0
3307	Sales	Associate	Associate - Sales	42117.96	4	3.21	34	Non-Binary	Asian	2023-05-31	NULL	7.00	5.00	6.00	0	0.735	16847.1840	3+ Years (Tenured)	0
3330	Sales	Associate	Associate - Sales	48494.09	2	4.92	40	Male	Hispanic	2021-09-15	NULL	8.00	7.00	6.00	0	0.846	19397.6360	3+ Years (Tenured)	0
3335	Sales	Associate	Associate - Sales	42147.96	3	3.83	42	Other	Asian	2022-10-16	NULL	2.00	1.00	1.00	0	0.735	16859.1840	3+ Years (Tenured)	0
3336	Sales	Associate	Associate - Sales	51687.93	5	1.47	23	Male	Asian	2025-02-24	NULL	9.99	7.00	5.00	0	0.902	20675.1720	1-3 Years (Mid-Tenure)	0
2502	Sales	Associate	Associate - Sales	44185.25	3	3.24	44	Male	Two or More	2023-05-19	NULL	9.99	5.00	7.00	0	0.771	17674.1000	3+ Years (Tenured)	0
2501	Sales	Associate	Associate - Sales	63147.18	4	4.24	39	Non-Binary	Asian	2022-05-21	NULL	7.00	6.00	5.00	0	1.102	25258.8720	3+ Years (Tenured)	0
3337	Sales	Associate	Associate - Sales	41482.35	2	0.78	24	Non-Binary	African American	2025-11-03	NULL	8.00	7.00	4.00	0	0.724	16592.9400	0-1 Year (Onboarding)	0
1547	Sales	Associate	Associate - Sales	68873.78	3	2.92	42	Male	Hispanic	2023-09-14	NULL	9.00	6.00	7.00	0	1.202	27549.5120	1-3 Years (Mid-Tenure)	0
3343	Sales	Associate	Associate - Sales	43305.65	3	3.64	50	Non-Binary	African American	2022-12-06	2026-07-26	4.00	4.00	7.00	1	0.756	17322.2600	3+ Years (Tenured)	0
1698	Sales	Associate	Associate - Sales	64347.74	5	4.99	48	Female	NULL	2021-08-21	NULL	5.00	6.00	6.00	0	1.123	25739.0960	3+ Years (Tenured)	0
1305	Sales	Associate	Associate - Sales	63993.98	1	4.86	43	Non-Binary	Caucasian	2021-10-07	NULL	5.00	5.00	4.00	0	1.116	25597.5920	3+ Years (Tenured)	0
4146	Sales	Associate	Associate - Sales	42467.32	2	2.97	34	Non-Binary	Two or More	2023-08-26	NULL	9.00	9.99	9.99	0	0.741	16986.9280	1-3 Years (Mid-Tenure)	0
3356	Sales	Associate	Associate - Sales	74087.04	4	4.98	50	Female	Asian	2021-08-25	NULL	9.99	4.00	5.00	0	1.293	29634.8160	3+ Years (Tenured)	0
609	Sales	Associate	Associate - Sales	58741.36	2	0.45	41	Other	African American	2026-03-04	NULL	5.00	2.00	1.00	0	1.025	23496.5440	0-1 Year (Onboarding)	0
1243	Sales	Associate	Associate - Sales	72652.89	4	2.07	28	NULL	Asian	2024-07-19	NULL	9.00	6.00	7.00	0	1.268	29061.1560	1-3 Years (Mid-Tenure)	0
1638	Sales	Associate	Associate - Sales	44997.77	4	3.40	38	Other	African American	2023-03-22	NULL	5.00	5.00	5.00	0	0.785	17999.1080	3+ Years (Tenured)	0
16	Sales	Associate	Associate - Sales	52390.23	3	3.72	32	Other	Two or More	2022-11-27	NULL	5.00	1.00	5.00	0	0.914	20956.0920	3+ Years (Tenured)	0
1640	Sales	Associate	Associate - Sales	68263.98	4	3.90	37	Female	Asian	2022-09-23	NULL	4.00	6.00	3.00	0	1.191	27305.5920	3+ Years (Tenured)	1
2701	Sales	Associate	Associate - Sales	53009.35	4	2.76	35	Male	Caucasian	2023-11-12	NULL	1.00	1.00	3.00	0	0.925	21203.7400	1-3 Years (Mid-Tenure)	1
980	Sales	Associate	Associate - Sales	64405.70	1	1.32	38	Non-Binary	Two or More	2024-06-04	2025-09-30	3.00	5.00	1.00	1	1.124	25762.2800	1-3 Years (Mid-Tenure)	0
126	Sales	Associate	Associate - Sales	50619.80	4	2.36	51	Non-Binary	Two or More	2024-04-07	NULL	5.00	7.00	2.00	0	0.883	20247.9200	1-3 Years (Mid-Tenure)	0
393	Sales	Associate	Associate - Sales	64769.64	4	2.28	58	Other	African American	2024-05-05	NULL	7.00	7.00	5.00	0	1.130	25907.8560	1-3 Years (Mid-Tenure)	0
3201	Sales	Associate	Associate - Sales	46507.04	4	1.70	52	Other	Asian	2024-12-04	NULL	9.99	4.00	9.00	0	0.811	18602.8160	1-3 Years (Mid-Tenure)	0
1256	Sales	Associate	Associate - Sales	65338.66	5	1.01	28	Male	Caucasian	2025-08-10	NULL	9.99	9.99	6.00	0	1.140	26135.4640	1-3 Years (Mid-Tenure)	0
388	Sales	Associate	Associate - Sales	50008.91	3	0.51	55	Other	Two or More	2026-02-10	NULL	9.00	7.00	9.99	0	0.872	20003.5640	0-1 Year (Onboarding)	0
1259	Sales	Associate	Associate - Sales	44353.87	2	0.20	46	Other	Caucasian	2026-06-02	NULL	2.00	2.00	6.00	0	0.774	17741.5480	0-1 Year (Onboarding)	0
387	Sales	Associate	Associate - Sales	41918.91	2	2.56	43	Other	Caucasian	2024-01-23	NULL	9.00	9.99	6.00	0	0.731	16767.5640	1-3 Years (Mid-Tenure)	0
1703	Sales	Associate	Associate - Sales	53794.15	3	4.41	30	Other	Asian	2022-03-20	NULL	2.00	2.00	1.00	0	0.939	21517.6600	3+ Years (Tenured)	0
1142	Sales	Associate	Associate - Sales	61687.35	3	2.27	37	Male	Two or More	2024-05-09	NULL	7.00	9.00	9.00	0	1.076	24674.9400	1-3 Years (Mid-Tenure)	0
131	Sales	Associate	Associate - Sales	45877.24	3	1.66	32	Male	Two or More	2024-12-16	NULL	6.00	5.00	5.00	0	0.800	18350.8960	1-3 Years (Mid-Tenure)	0
972	Sales	Associate	Associate - Sales	65824.96	4	0.80	62	Non-Binary	Hispanic	2025-10-26	NULL	NULL	NULL	NULL	0	1.148	26329.9840	0-1 Year (Onboarding)	0
3233	Sales	Associate	Associate - Sales	73242.98	3	3.88	48	Non-Binary	African American	2022-09-30	NULL	6.00	7.00	NULL	0	1.278	29297.1920	3+ Years (Tenured)	0
2627	Sales	Associate	Associate - Sales	64203.12	2	4.03	22	Other	Hispanic	2022-08-04	NULL	6.00	6.00	3.00	0	1.120	25681.2480	3+ Years (Tenured)	0
1136	Sales	Associate	Associate - Sales	50653.40	4	1.42	27	Female	Hispanic	2025-03-16	NULL	4.00	1.00	1.00	0	0.884	20261.3600	1-3 Years (Mid-Tenure)	1
968	Sales	Associate	Associate - Sales	64558.70	1	2.27	33	Non-Binary	Two or More	2024-05-08	NULL	7.00	2.00	1.00	0	1.126	25823.4800	1-3 Years (Mid-Tenure)	0
91	Sales	Associate	Associate - Sales	63199.01	3	1.70	36	Female	Two or More	2024-12-03	NULL	9.99	9.99	9.99	0	1.103	25279.6040	1-3 Years (Mid-Tenure)	0
2608	Sales	Associate	Associate - Sales	48004.22	5	2.73	52	Male	Caucasian	2023-11-23	NULL	7.00	9.99	5.00	0	0.838	19201.6880	1-3 Years (Mid-Tenure)	0
1279	Sales	Associate	Associate - Sales	45195.33	5	2.35	33	NULL	Asian	2024-04-09	NULL	5.00	1.00	2.00	0	0.789	18078.1320	1-3 Years (Mid-Tenure)	0
1677	Sales	Associate	Associate - Sales	58809.40	1	1.06	42	Other	Hispanic	2025-07-24	NULL	5.00	3.00	1.00	0	1.026	23523.7600	1-3 Years (Mid-Tenure)	0
2589	Sales	Associate	Associate - Sales	74227.34	4	4.98	56	Non-Binary	Two or More	2021-08-23	NULL	6.00	3.00	8.00	0	1.295	29690.9360	3+ Years (Tenured)	0
2586	Sales	Associate	Associate - Sales	48697.64	3	5.07	38	Female	African American	2021-07-22	NULL	8.00	3.00	5.00	0	0.850	19479.0560	3+ Years (Tenured)	0
4195	Sales	Associate	Associate - Sales	69300.48	3	4.60	43	Female	Two or More	2022-01-08	NULL	8.00	NULL	6.00	0	1.209	27720.1920	3+ Years (Tenured)	0
3842	Sales	Associate	Associate - Sales	46158.29	3	3.14	31	Female	African American	2023-06-25	NULL	4.00	2.00	6.00	0	0.805	18463.3160	3+ Years (Tenured)	0
3907	Sales	Associate	Associate - Sales	46961.44	4	0.17	40	Female	Hispanic	2026-06-13	NULL	NULL	NULL	NULL	0	0.819	18784.5760	0-1 Year (Onboarding)	0
3750	Sales	Associate	Associate - Sales	55642.70	3	0.83	33	Non-Binary	Asian	2024-01-09	2024-11-06	9.00	4.00	9.00	1	0.971	22257.0800	0-1 Year (Onboarding)	0
1427	Sales	Associate	Associate - Sales	71718.13	3	2.89	30	Male	Hispanic	2023-09-26	NULL	4.00	5.00	7.00	0	1.251	28687.2520	1-3 Years (Mid-Tenure)	0
905	Sales	Associate	Associate - Sales	45970.65	4	3.63	30	Other	Asian	2022-12-28	NULL	2.00	1.00	9.99	0	0.802	18388.2600	3+ Years (Tenured)	1
1054	Sales	Associate	Associate - Sales	60667.82	5	3.82	55	Other	Two or More	2022-10-22	NULL	7.00	9.99	3.00	0	1.058	24267.1280	3+ Years (Tenured)	0
3749	Sales	Associate	Associate - Sales	51796.42	3	1.68	41	Male	Asian	2023-02-25	2024-10-31	2.00	9.99	8.00	1	0.904	20718.5680	1-3 Years (Mid-Tenure)	0
3759	Sales	Associate	Associate - Sales	52538.09	4	3.96	28	Male	African American	2022-08-31	NULL	3.00	2.00	1.00	0	0.917	21015.2360	3+ Years (Tenured)	1
3703	Sales	Associate	Associate - Sales	61991.81	3	0.74	39	Non-Binary	Two or More	2025-11-17	NULL	4.00	1.00	1.00	0	1.082	24796.7240	0-1 Year (Onboarding)	0
1056	Sales	Associate	Associate - Sales	60791.07	5	1.42	48	Non-Binary	Hispanic	2024-05-11	2025-10-11	5.00	1.00	5.00	1	1.061	24316.4280	1-3 Years (Mid-Tenure)	0
790	Sales	Associate	Associate - Sales	56150.58	3	2.55	34	Non-Binary	African American	2024-01-26	NULL	1.00	1.00	1.00	0	0.980	22460.2320	1-3 Years (Mid-Tenure)	0
826	Sales	Associate	Associate - Sales	66277.43	5	3.81	28	Non-Binary	African American	2022-10-25	NULL	5.00	7.00	4.00	0	1.156	26510.9720	3+ Years (Tenured)	0
815	Sales	Associate	Associate - Sales	43751.00	5	0.20	47	Male	Hispanic	2026-06-02	NULL	NULL	NULL	NULL	0	0.763	17500.4000	0-1 Year (Onboarding)	0
4234	Sales	Associate	Associate - Sales	52510.05	5	0.22	44	Female	Caucasian	2024-01-14	2024-04-04	NULL	NULL	NULL	1	0.916	21004.0200	0-1 Year (Onboarding)	0
1892	Sales	Associate	Associate - Sales	51165.46	3	4.56	30	Non-Binary	Asian	2022-01-25	NULL	7.00	8.00	2.00	1	0.893	20466.1840	3+ Years (Tenured)	0
3762	Sales	Associate	Associate - Sales	60430.88	2	NULL	46	Non-Binary	Hispanic	0000-00-00	2024-02-01	NULL	NULL	NULL	1	1.054	24172.3520	3+ Years (Tenured)	0
1516	Sales	Associate	Associate - Sales	60282.45	2	4.35	41	Other	Two or More	2022-04-11	NULL	6.00	4.00	3.00	0	1.052	24112.9800	3+ Years (Tenured)	0
196	Sales	Associate	Associate - Sales	72877.67	5	-0.06	57	Male	Asian	2026-09-06	NULL	NULL	NULL	NULL	0	1.271	29151.0680	0-1 Year (Onboarding)	0
3746	Sales	Associate	Associate - Sales	63389.23	4	1.00	47	Female	African American	2025-08-16	NULL	6.00	4.00	7.00	0	1.106	25355.6920	0-1 Year (Onboarding)	0
3885	Sales	Associate	Associate - Sales	68251.29	5	4.49	54	Non-Binary	African American	2022-02-18	NULL	5.00	7.00	6.00	0	1.191	27300.5160	3+ Years (Tenured)	0
1809	Sales	Associate	Associate - Sales	41927.99	1	4.72	21	Male	Two or More	2021-11-26	NULL	4.00	3.00	7.00	0	0.731	16771.1960	3+ Years (Tenured)	0
3838	Sales	Associate	Associate - Sales	54450.43	1	4.84	53	Non-Binary	Caucasian	2021-10-14	NULL	8.00	8.00	6.00	0	0.950	21780.1720	3+ Years (Tenured)	0
251	Sales	Associate	Associate - Sales	58942.43	3	2.97	25	Female	Two or More	2023-08-27	NULL	9.00	5.00	5.00	0	1.028	23576.9720	1-3 Years (Mid-Tenure)	0
4240	Sales	Associate	Associate - Sales	47830.51	1	0.59	36	Non-Binary	Asian	2026-01-11	NULL	4.00	6.00	7.00	0	0.834	19132.2040	0-1 Year (Onboarding)	0
1922	Sales	Associate	Associate - Sales	57339.53	5	1.53	33	Female	Caucasian	2025-02-04	NULL	3.00	4.00	4.00	0	1.000	22935.8120	1-3 Years (Mid-Tenure)	1
1881	Sales	Associate	Associate - Sales	52507.64	3	NULL	35	Male	African American	0000-00-00	NULL	7.00	6.00	4.00	0	0.916	21003.0560	3+ Years (Tenured)	0
3677	Sales	Associate	Associate - Sales	64422.66	4	4.88	54	Female	Two or More	2021-09-29	NULL	4.00	7.00	1.00	0	1.124	25769.0640	3+ Years (Tenured)	1
1499	Sales	Associate	Associate - Sales	48177.08	3	2.16	29	Non-Binary	Two or More	2022-06-14	2024-08-10	4.00	1.00	4.00	1	0.841	19270.8320	1-3 Years (Mid-Tenure)	0
3874	Sales	Associate	Associate - Sales	67352.72	3	3.75	21	Male	African American	2022-11-14	NULL	3.00	2.00	6.00	0	1.175	26941.0880	3+ Years (Tenured)	0
1431	Sales	Associate	Associate - Sales	70436.77	3	4.04	33	Female	Caucasian	2022-08-01	NULL	6.00	6.00	8.00	0	1.229	28174.7080	3+ Years (Tenured)	0
4174	Sales	Associate	Associate - Sales	59323.78	2	3.89	35	Male	Asian	2022-09-26	NULL	3.00	2.00	5.00	0	1.035	23729.5120	3+ Years (Tenured)	0
3678	Sales	Associate	Associate - Sales	52215.52	4	0.91	34	Other	Asian	2025-09-18	NULL	7.00	NULL	6.00	0	0.911	20886.2080	0-1 Year (Onboarding)	0
821	Sales	Associate	Associate - Sales	44168.20	1	3.08	43	Female	African American	2023-07-19	NULL	3.00	1.00	2.00	0	0.771	17667.2800	3+ Years (Tenured)	0
3897	Sales	Associate	Associate - Sales	74249.50	4	0.91	41	Non-Binary	Asian	2025-09-18	NULL	8.00	8.00	9.99	0	1.295	29699.8000	0-1 Year (Onboarding)	0
208	Sales	Associate	Associate - Sales	68580.43	3	4.25	33	Other	Hispanic	2022-05-15	NULL	4.00	3.00	5.00	0	1.196	27432.1720	3+ Years (Tenured)	0
3665	Sales	Associate	Associate - Sales	61301.53	3	4.85	47	Non-Binary	NULL	2021-10-11	NULL	7.00	9.00	8.00	0	1.070	24520.6120	3+ Years (Tenured)	0
203	Sales	Associate	Associate - Sales	55757.29	4	4.15	42	Other	Two or More	2022-06-24	NULL	4.00	3.00	4.00	0	0.973	22302.9160	3+ Years (Tenured)	1
2113	Sales	Associate	ASSOCIATE - SALES	43495.71	3	3.39	33	Female	Caucasian	2023-03-25	NULL	7.00	7.00	9.99	0	0.759	17398.2840	3+ Years (Tenured)	0
1428	Sales	Associate	Associate - Sales	45315.35	5	0.68	33	Male	Two or More	2024-12-19	2025-08-23	9.00	7.00	5.00	1	0.791	18126.1400	0-1 Year (Onboarding)	0
779	Sales	Associate	Associate - Sales	52037.14	5	2.02	49	Non-Binary	NULL	2024-08-09	NULL	8.00	9.99	6.00	0	0.908	20814.8560	1-3 Years (Mid-Tenure)	0
3773	Sales	Associate	Associate - Sales	63762.86	4	1.21	44	Male	African American	2025-05-29	NULL	2.00	3.00	5.00	0	1.112	25505.1440	1-3 Years (Mid-Tenure)	1
3902	Sales	Associate	Associate - Sales	57207.91	4	3.60	38	Other	Caucasian	2023-01-08	NULL	5.00	6.00	7.00	0	0.998	22883.1640	3+ Years (Tenured)	0
1862	Sales	Associate	Associate - Sales	63373.48	5	1.80	42	Non-Binary	Two or More	2024-10-27	NULL	6.00	4.00	7.00	0	1.106	25349.3920	1-3 Years (Mid-Tenure)	0
3733	Sales	Associate	Associate - Sales	59531.61	4	1.53	36	Other	Two or More	2025-02-04	NULL	1.00	5.00	3.00	0	1.039	23812.6440	1-3 Years (Mid-Tenure)	1
2071	Sales	Associate	Associate - Sales	71833.07	3	0.73	46	Non-Binary	Caucasian	2025-11-20	NULL	9.00	8.00	9.99	0	1.253	28733.2280	0-1 Year (Onboarding)	0
1914	Sales	Associate	Associate - Sales	49233.59	2	1.55	45	Non-Binary	Two or More	2025-01-27	NULL	2.00	3.00	1.00	0	0.859	19693.4360	1-3 Years (Mid-Tenure)	0
3803	Sales	Associate	Associate - Sales	73663.54	1	0.55	41	Male	Hispanic	2022-03-16	2022-10-04	NULL	NULL	NULL	1	1.285	29465.4160	0-1 Year (Onboarding)	0
1899	Sales	Associate	Associate - Sales	57437.34	4	4.22	41	Female	African American	2022-05-29	NULL	1.00	5.00	1.00	0	1.002	22974.9360	3+ Years (Tenured)	1
162	Sales	Associate	Associate - Sales	54565.71	4	1.22	48	Female	African American	2025-05-26	NULL	5.00	3.00	4.00	0	0.952	21826.2840	1-3 Years (Mid-Tenure)	0
1840	Sales	Associate	Associate - Sales	73826.79	4	0.30	38	Male	African American	2026-04-27	NULL	NULL	NULL	NULL	0	1.288	29530.7160	0-1 Year (Onboarding)	0
2000	Sales	Associate	Associate - Sales	49015.90	3	2.85	44	Other	Hispanic	2023-10-09	NULL	6.00	4.00	2.00	0	0.855	19606.3600	1-3 Years (Mid-Tenure)	0
3805	Sales	Associate	Associate - Sales	60871.43	4	3.48	21	Other	Hispanic	2023-02-20	NULL	4.00	2.00	4.00	0	1.062	24348.5720	3+ Years (Tenured)	1
3641	Sales	Associate	Associate - Sales	54622.85	2	3.67	40	Non-Binary	African American	2022-12-16	NULL	6.00	NULL	2.00	0	0.953	21849.1400	3+ Years (Tenured)	0
192	Sales	Associate	Associate - Sales	74864.41	4	4.43	30	Other	Asian	2022-03-13	NULL	3.00	3.00	9.00	0	1.306	29945.7640	3+ Years (Tenured)	1
4173	Sales	Associate	Associate - Sales	69593.62	3	1.54	37	Female	African American	2025-01-29	NULL	3.00	2.00	4.00	0	1.214	27837.4480	1-3 Years (Mid-Tenure)	0
3862	Sales	Associate	Associate - Sales	47913.05	3	5.03	33	Other	Asian	2021-08-05	NULL	4.00	3.00	3.00	0	0.836	19165.2200	3+ Years (Tenured)	0
2089	Sales	Associate	Associate - Sales	64378.17	3	3.68	30	Other	Two or More	2022-12-10	NULL	4.00	NULL	8.00	0	1.123	25751.2680	3+ Years (Tenured)	0
836	Sales	Associate	Associate - Sales	67894.93	4	1.22	33	Female	Caucasian	2025-05-26	NULL	6.00	2.00	5.00	0	1.185	27157.9720	1-3 Years (Mid-Tenure)	0
3715	Sales	Associate	Associate - Sales	60306.68	2	0.08	24	Male	Asian	2026-06-19	2026-07-20	NULL	NULL	NULL	1	1.052	24122.6720	0-1 Year (Onboarding)	0
1841	Sales	Associate	Associate - Sales	46481.33	4	4.06	63	Male	Two or More	2022-07-24	NULL	9.00	2.00	9.99	0	0.811	18592.5320	3+ Years (Tenured)	0
2155	Sales	Associate	Associate - Sales	71904.43	4	1.10	31	Male	Asian	2025-07-09	NULL	8.00	5.00	9.99	0	1.254	28761.7720	1-3 Years (Mid-Tenure)	0
1494	Sales	Associate	Associate - Sales	43205.87	4	2.10	25	Other	Caucasian	2024-07-10	NULL	9.00	7.00	1.00	0	0.754	17282.3480	1-3 Years (Mid-Tenure)	0
3932	Sales	Associate	Associate - Sales	60706.27	3	0.19	39	Non-Binary	Two or More	2026-06-07	NULL	9.99	9.99	9.99	0	1.059	24282.5080	0-1 Year (Onboarding)	0
2154	Sales	Associate	Associate - Sales	42869.16	1	1.45	37	Female	Asian	2024-11-05	2026-04-20	5.00	7.00	5.00	1	0.748	17147.6640	1-3 Years (Mid-Tenure)	0
773	Sales	Associate	Associate - Sales	68167.67	4	3.47	48	Female	African American	2021-10-06	2025-03-25	5.00	6.00	3.00	1	1.189	27267.0680	3+ Years (Tenured)	0
3650	Sales	Associate	Associate - Sales	56212.42	3	3.35	24	Non-Binary	Caucasian	2023-04-09	NULL	7.00	6.00	5.00	0	0.981	22484.9680	3+ Years (Tenured)	0
3845	Sales	Domain Director	Domain Director - Sales	170142.39	3	3.43	38	Male	Caucasian	2023-03-11	NULL	4.00	2.00	1.00	0	1.000	68056.9560	3+ Years (Tenured)	0
351	Sales	Executive Director	Executive Director - Sales	194281.83	3	2.81	31	Other	African American	2023-10-23	NULL	4.00	7.00	1.00	0	0.935	77712.7320	1-3 Years (Mid-Tenure)	0
1108	Sales	Executive Director	Executive Director - Sales	213940.60	2	NULL	39	Other	Caucasian	0000-00-00	NULL	7.00	4.00	6.00	0	1.029	85576.2400	3+ Years (Tenured)	0
