application_id	requisition_id	department_id	date_applied	screen_passed	interview_passed	offer_extended	offer_accepted	hire_date	time_to_fill_days
773	REQ-2025-324	15	2026-03-27	0	0	0	0	NULL	NULL
774	REQ-2025-262	8	2025-09-20	0	0	0	0	NULL	NULL
775	REQ-2026-348	10	2026-02-01	0	0	0	0	NULL	NULL
776	REQ-2026-348	11	2026-07-20	1	1	0	0	NULL	NULL
777	REQ-2025-122	13	2026-05-05	1	1	1	1	2026-06-11	37
778	REQ-2025-260	14	2025-09-24	0	0	0	0	NULL	NULL
779	REQ-2026-245	13	2025-11-22	0	0	0	0	NULL	NULL
780	REQ-2025-137	2	04/24/2026	1	0	0	0	NULL	NULL
781	REQ-2025-180	1	2026-05-08	0	0	0	0	NULL	NULL
782	REQ-2026-287	7	2025-10-28	0	0	0	0	NULL	NULL
783	REQ-2025-347	1	2026-01-20	1	1	0	0	NULL	NULL
784	REQ-2025-169	16	2025-08-03	1	1	0	0	NULL	NULL
785	REQ-2025-167	15	2025-10-31	1	0	0	0	NULL	NULL
786	REQ-2025-129	4	2026-01-27	0	0	0	0	NULL	NULL
787	REQ-2026-261	3	2026-01-06	0	0	0	0	NULL	NULL
788	REQ-2025-208	11	2026-03-30	0	0	0	0	NULL	NULL
789	REQ-2026-235	8	2026-05-14	1	1	0	0	NULL	NULL
790	REQ-2025-228	3	2026-03-03	1	0	0	0	NULL	NULL
791	REQ-2026-199	12	03/29/2026	1	0	0	0	NULL	NULL
792	REQ-2025-112	1	2026-01-29	1	1	0	0	NULL	NULL
793	REQ-2026-144	4	2025-12-12	0	0	0	0	NULL	NULL
794	REQ-2025-311	4	09/20/2025	1	0	0	0	NULL	NULL
795	REQ-2025-129	5	2026-07-17	0	0	0	0	NULL	NULL
796	REQ-2026-118	3	2026-06-10	1	1	1	1	2026-07-19	39
797	REQ-2025-216	5	2025-12-09	1	0	0	0	NULL	NULL
798	REQ-2025-126	11	2026-03-18	1	1	1	0	NULL	NULL
799	REQ-2025-222	2	2025-09-30	1	0	0	0	NULL	NULL
800	REQ-2025-222	2	2026-02-03	0	0	0	0	NULL	NULL
801	REQ-2026-202	15	2025-08-29	1	0	0	0	NULL	NULL
802	REQ-2026-143	16	2026-03-09	0	0	0	0	NULL	NULL
803	REQ-2026-159	8	2026-02-17	0	0	0	0	NULL	NULL
804	REQ-2026-200	11	2026-06-25	1	0	0	0	NULL	NULL
805	REQ-2025-207	10	2025-12-13	1	0	0	0	NULL	NULL
806	REQ-2025-228	10	2026-05-29	1	1	1	1	2026-07-06	38
807	REQ-2026-286	7	2025-12-10	1	1	0	0	NULL	NULL
808	REQ-2025-260	6	2026-04-18	0	0	0	0	NULL	NULL
809	REQ-2025-258	13	2025-12-25	1	0	0	0	NULL	NULL
810	REQ-2026-242	11	2026-01-25	1	1	1	1	2026-03-06	40
811	REQ-2025-346	3	2026-07-26	1	0	0	0	NULL	NULL
812	REQ-2025-213	16	2025-12-10	0	0	0	0	NULL	NULL
813	REQ-2025-146	15	2025-08-09	1	0	0	0	NULL	NULL
814	REQ-2025-349	4	2026-01-27	0	0	0	0	NULL	NULL
815	REQ-2026-299	2	2026-02-01	1	1	1	1	2026-03-21	48
816	REQ-2026-294	8	2026-07-29	0	0	0	0	NULL	NULL
817	REQ-2025-265	1	2025-12-31	1	0	0	0	NULL	NULL
818	REQ-2026-188	10	2026-07-02	1	0	0	0	NULL	NULL
819	REQ-2026-132	11	2025-12-23	1	1	1	0	NULL	NULL
820	REQ-2026-293	14	2026-06-18	0	0	0	0	NULL	NULL
821	REQ-2026-270	15	2025-09-29	0	0	0	0	NULL	NULL
822	REQ-2026-166	8	2025-11-03	0	0	0	0	NULL	NULL
823	REQ-2026-253	15	2026-06-18	1	0	0	0	NULL	NULL
824	REQ-2026-115	10	2026-02-14	0	0	0	0	NULL	NULL
825	REQ-2026-211	10	2026-07-04	0	0	0	0	NULL	NULL
826	REQ-2026-286	7	2025-11-24	1	0	0	0	NULL	NULL
827	REQ-2026-195	4	2026-05-07	1	0	0	0	NULL	NULL
828	REQ-2025-306	7	2025-10-31	0	0	0	0	NULL	NULL
829	REQ-2026-131	4	2025-09-09	1	1	1	1	2025-10-03	24
830	REQ-2026-202	7	2026-05-31	1	0	0	0	NULL	NULL
831	REQ-2025-158	13	2026-02-24	0	0	0	0	NULL	NULL
832	REQ-2025-170	3	2026-07-03	0	0	0	0	NULL	NULL
833	REQ-2025-213	4	2026-03-07	1	1	0	0	NULL	NULL
834	REQ-2025-151	5	09/08/2025	0	0	0	0	NULL	NULL
835	REQ-2026-110	4	2026-03-06	0	0	0	0	NULL	NULL
836	REQ-2025-321	15	2026-05-11	1	0	0	0	NULL	NULL
837	REQ-2025-288	14	2026-07-06	0	0	0	0	NULL	NULL
838	REQ-2026-331	2	2026-01-15	0	0	0	0	NULL	NULL
839	REQ-2026-116	9	2026-04-19	1	1	0	0	NULL	NULL
840	REQ-2026-199	10	2025-08-29	1	0	0	0	NULL	NULL
841	REQ-2026-286	8	2026-05-30	1	0	0	0	NULL	NULL
842	REQ-2026-111	6	2026-01-08	1	0	0	0	NULL	NULL
843	REQ-2025-283	7	2025-08-18	1	0	0	0	NULL	NULL
844	REQ-2026-290	3	2026-01-05	0	0	0	0	NULL	NULL
845	REQ-2025-313	9	2025-08-23	0	0	0	0	NULL	NULL
846	REQ-2025-178	4	2026-01-01	1	0	0	0	NULL	NULL
847	REQ-2026-284	6	2025-11-13	1	1	0	0	NULL	NULL
848	REQ-2025-297	13	2025-10-01	1	1	0	0	NULL	NULL
849	REQ-2026-181	8	2026-04-29	0	0	0	0	NULL	NULL
850	REQ-2026-103	12	2026-02-18	1	0	0	0	NULL	NULL
851	REQ-2026-261	8	2026-03-14	0	0	0	0	NULL	NULL
852	REQ-2026-133	5	2026-07-23	1	1	0	0	NULL	NULL
853	REQ-2025-337	3	2025-09-08	1	0	0	0	NULL	NULL
854	REQ-2025-324	11	2026-07-25	0	0	0	0	NULL	NULL
855	REQ-2026-181	3	2025-09-23	0	0	0	0	NULL	NULL
856	REQ-2026-204	12	2026-07-18	1	1	1	1	2026-08-24	62
857	REQ-2025-285	4	2025-11-24	0	0	0	0	NULL	NULL
858	REQ-2025-244	12	2025-12-10	0	0	0	0	NULL	NULL
859	REQ-2026-111	6	2026-07-09	1	0	0	0	NULL	NULL
860	REQ-2025-160	16	2025-10-10	0	0	0	0	NULL	NULL
861	REQ-2025-125	15	2026-05-01	0	0	0	0	NULL	NULL
862	REQ-2026-273	4	2026-01-15	0	0	0	0	NULL	NULL
863	REQ-2026-163	6	2026-06-19	0	0	0	0	NULL	NULL
864	REQ-2026-147	15	2026-01-04	1	1	1	1	2026-02-03	30
865	REQ-2026-296	10	2026-03-19	0	0	0	0	NULL	NULL
866	REQ-2026-247	8	2025-11-17	1	0	0	0	NULL	NULL
867	REQ-2025-190	2	2026-03-07	1	0	0	0	NULL	NULL
868	REQ-2025-257	15	2026-03-19	1	0	0	0	NULL	NULL
869	REQ-2025-178	10	2026-02-08	1	0	0	0	NULL	NULL
870	NULL	2	2026-04-07	0	0	0	0	NULL	NULL
871	REQ-2026-157	2	2026-04-16	0	0	0	0	NULL	NULL
872	REQ-2025-341	12	2025-10-29	0	0	0	0	NULL	NULL
873	REQ-2026-249	13	2026-02-16	1	1	1	1	2026-04-05	48
874	REQ-2025-339	13	2026-02-09	0	0	0	0	NULL	NULL
875	REQ-2025-268	2	2026-05-03	0	0	0	0	NULL	NULL
876	REQ-2025-117	10	2025-09-12	0	0	0	0	NULL	NULL
877	REQ-2026-195	6	2025-08-24	0	0	0	0	NULL	NULL
878	REQ-2025-350	4	2026-05-03	1	0	0	0	NULL	NULL
879	REQ-2026-310	14	03/20/2026	0	0	0	0	NULL	NULL
880	REQ-2025-167	12	2026-05-02	1	0	0	0	NULL	NULL
881	REQ-2026-299	9	2025-10-04	1	1	1	0	NULL	NULL
882	REQ-2025-170	5	2025-08-19	0	0	0	0	NULL	NULL
883	REQ-2025-285	14	2026-07-23	1	0	0	0	NULL	NULL
884	REQ-2025-306	4	2026-01-18	1	1	1	1	2026-02-05	18
885	REQ-2026-166	14	2025-10-06	0	0	0	0	NULL	NULL
886	REQ-2025-333	5	2026-07-17	1	0	0	0	NULL	NULL
887	REQ-2026-219	4	2025-10-01	0	0	0	0	NULL	NULL
888	NULL	3	2026-07-16	1	1	1	1	2026-08-10	25
889	REQ-2026-345	5	2025-12-20	0	0	0	0	NULL	NULL
890	REQ-2025-123	14	2026-07-24	0	0	0	0	NULL	NULL
891	REQ-2025-334	2	06/08/2026	1	1	1	1	2026-07-05	27
892	REQ-2025-332	1	2025-11-22	1	0	0	0	NULL	NULL
893	REQ-2025-215	4	2025-10-18	1	1	1	1	2025-11-12	25
894	REQ-2026-161	14	2025-09-28	0	0	0	0	NULL	NULL
895	REQ-2025-340	15	2025-09-25	1	1	0	0	NULL	NULL
896	REQ-2025-180	14	2026-06-28	1	0	0	0	NULL	NULL
897	REQ-2025-153	15	2026-06-30	1	0	0	0	NULL	NULL
898	REQ-2025-268	14	2026-04-24	0	0	0	0	NULL	NULL
899	REQ-2025-339	10	2026-04-23	0	0	0	0	NULL	NULL
900	REQ-2026-214	14	2026-02-14	1	1	0	0	NULL	NULL
901	REQ-2026-259	13	2026-07-03	1	0	0	0	NULL	NULL
902	REQ-2025-212	2	2026-05-02	1	1	1	1	2026-05-18	16
903	REQ-2025-180	9	2026-02-10	1	0	0	0	NULL	NULL
904	REQ-2025-300	5	2025-10-26	1	1	0	0	NULL	NULL
905	REQ-2025-105	13	2026-05-09	0	0	0	0	NULL	NULL
906	REQ-2025-160	16	2025-12-12	1	1	0	0	NULL	NULL
907	REQ-2025-258	6	2026-01-07	0	0	0	0	NULL	NULL
908	REQ-2026-107	12	2025-10-25	1	0	0	0	NULL	NULL
909	REQ-2025-279	5	2025-10-27	0	0	0	0	NULL	NULL
910	REQ-2025-149	3	2025-09-14	0	0	0	0	NULL	NULL
911	REQ-2025-233	15	2025-11-24	1	0	0	0	NULL	NULL
912	REQ-2025-209	10	2026-01-28	1	1	1	1	2026-03-06	37
913	REQ-2025-192	16	2026-07-02	0	0	0	0	NULL	NULL
914	REQ-2025-297	3	2026-07-13	1	1	1	1	2026-07-28	15
915	REQ-2025-104	3	2025-11-18	1	0	0	0	NULL	NULL
916	REQ-2026-193	15	2025-10-21	1	0	0	0	NULL	NULL
917	REQ-2026-282	1	2026-01-31	1	1	0	0	NULL	NULL
918	REQ-2026-272	14	2025-08-07	0	0	0	0	NULL	NULL
919	REQ-2025-342	8	2025-08-01	0	0	0	0	NULL	NULL
920	REQ-2026-230	15	2026-05-07	1	0	0	0	NULL	NULL
921	REQ-2025-339	5	2025-11-04	0	0	0	0	NULL	NULL
922	REQ-2025-173	6	2025-09-26	1	1	0	0	NULL	NULL
923	REQ-2025-156	1	2026-06-13	1	1	1	0	NULL	NULL
924	REQ-2025-234	7	2025-10-13	0	0	0	0	NULL	NULL
925	REQ-2026-331	5	2026-05-04	1	0	0	0	NULL	NULL
926	REQ-2025-289	3	2025-12-21	1	1	1	1	2026-02-04	45
927	REQ-2026-118	4	2025-09-07	1	1	0	0	NULL	NULL
928	REQ-2025-334	1	2026-04-30	1	0	0	0	NULL	NULL
929	REQ-2026-338	13	2025-08-25	1	0	0	0	NULL	NULL
930	REQ-2026-193	4	2025-11-11	1	0	0	0	NULL	NULL
931	REQ-2026-235	5	2026-07-17	1	0	0	0	NULL	NULL
932	REQ-2025-123	15	2026-07-28	1	1	0	0	NULL	NULL
933	REQ-2025-222	11	2025-08-07	0	0	0	0	NULL	NULL
934	REQ-2025-108	2	2026-01-19	0	0	0	0	NULL	NULL
935	REQ-2026-121	14	2025-10-25	0	0	0	0	NULL	NULL
936	REQ-2025-156	4	2025-11-19	0	0	0	0	NULL	NULL
937	REQ-2026-322	1	2026-05-03	0	0	0	0	NULL	NULL
938	REQ-2026-335	1	2025-11-07	1	1	0	0	NULL	NULL
939	REQ-2025-339	10	02/23/2026	1	0	0	0	NULL	NULL
940	REQ-2026-319	6	2025-09-20	1	1	0	0	NULL	NULL
941	REQ-2025-233	16	2026-04-04	1	0	0	0	NULL	NULL
942	REQ-2026-246	15	2025-09-22	0	0	0	0	NULL	NULL
943	REQ-2026-145	6	2025-10-08	1	0	0	0	NULL	NULL
944	REQ-2025-173	14	2026-06-22	0	0	0	0	NULL	NULL
945	REQ-2025-339	7	2025-09-06	1	0	0	0	NULL	NULL
946	REQ-2025-225	6	2026-06-21	1	1	0	0	NULL	NULL
947	REQ-2026-254	4	2026-07-04	0	0	0	0	NULL	NULL
948	REQ-2026-144	3	2026-05-11	1	0	0	0	NULL	NULL
949	REQ-2026-133	12	2025-12-31	0	0	0	0	NULL	NULL
950	REQ-2025-122	15	2025-12-21	0	0	0	0	NULL	NULL
951	REQ-2025-342	8	2026-07-24	1	0	0	0	NULL	NULL
952	REQ-2025-151	1	2026-07-11	1	1	1	1	2026-08-24	54
953	REQ-2025-172	10	2026-07-19	1	1	0	0	NULL	NULL
954	REQ-2025-122	1	2026-07-14	1	0	0	0	NULL	NULL
955	REQ-2026-261	11	2025-08-11	1	0	0	0	NULL	NULL
956	REQ-2026-227	6	2026-01-09	0	0	0	0	NULL	NULL
957	REQ-2026-299	4	2026-02-14	1	0	0	0	NULL	NULL
958	REQ-2025-117	4	2026-02-26	0	0	0	0	NULL	NULL
959	REQ-2025-340	12	2025-11-21	0	0	0	0	NULL	NULL
960	REQ-2026-273	5	2026-05-06	1	0	0	0	NULL	NULL
961	REQ-2025-169	4	2026-05-08	1	1	0	0	NULL	NULL
962	REQ-2026-143	14	2026-02-06	0	0	0	0	NULL	NULL
963	REQ-2025-326	15	2025-09-12	0	0	0	0	NULL	NULL
964	REQ-2025-274	8	2026-01-26	0	0	0	0	NULL	NULL
965	REQ-2025-117	1	2025-12-27	1	0	0	0	NULL	NULL
966	REQ-2026-245	13	2026-03-26	1	0	0	0	NULL	NULL
967	REQ-2025-263	4	2026-05-23	1	0	0	0	NULL	NULL
968	REQ-2025-208	5	2025-12-27	1	0	0	0	NULL	NULL
969	REQ-2025-349	4	2026-05-28	0	0	0	0	NULL	NULL
970	REQ-2025-325	7	2025-10-10	1	1	0	0	NULL	NULL
971	REQ-2026-202	13	2026-04-20	1	0	0	0	NULL	NULL
972	REQ-2025-172	15	2026-03-13	1	0	0	0	NULL	NULL
973	REQ-2025-288	5	2026-06-19	1	0	0	0	NULL	NULL
974	REQ-2026-145	2	2025-11-11	1	0	0	0	NULL	NULL
975	REQ-2025-243	12	2025-10-29	1	1	0	0	NULL	NULL
976	REQ-2026-211	13	2026-06-06	1	1	1	1	2026-08-08	63
977	REQ-2025-184	6	2026-03-15	0	0	0	0	NULL	NULL
978	REQ-2025-325	7	2026-05-21	1	1	1	1	2026-06-21	31
979	NULL	4	2025-10-07	1	1	0	0	NULL	NULL
980	REQ-2025-129	2	2026-03-04	1	0	0	0	NULL	NULL
981	REQ-2026-290	9	2025-10-05	1	0	0	0	NULL	NULL
982	REQ-2026-217	1	2025-08-02	1	0	0	0	NULL	NULL
983	REQ-2026-293	11	2026-03-14	1	0	0	0	NULL	NULL
984	REQ-2025-260	4	2026-03-07	0	0	0	0	NULL	NULL
985	REQ-2025-257	4	2025-11-20	0	0	0	0	NULL	NULL
986	REQ-2026-254	9	2026-06-01	1	1	0	0	NULL	NULL
987	REQ-2025-252	5	2025-12-16	1	0	0	0	NULL	NULL
988	REQ-2025-342	15	2026-05-11	1	0	0	0	NULL	NULL
989	REQ-2025-343	14	2026-02-09	0	0	0	0	NULL	NULL
990	REQ-2026-199	3	2025-11-09	1	1	1	1	2025-12-07	28
991	REQ-2026-287	15	2025-09-14	0	0	0	0	NULL	NULL
992	REQ-2025-146	5	2026-02-24	0	0	0	0	NULL	NULL
993	REQ-2025-323	16	2026-01-27	1	0	0	0	NULL	NULL
994	REQ-2026-198	9	2026-05-21	0	0	0	0	NULL	NULL
995	REQ-2026-183	6	2026-02-17	1	0	0	0	NULL	NULL
996	REQ-2025-342	14	2026-05-31	0	0	0	0	NULL	NULL
997	REQ-2025-112	6	2026-05-02	0	0	0	0	NULL	NULL
998	REQ-2025-178	2	2025-12-03	1	0	0	0	NULL	NULL
999	REQ-2026-348	12	2026-06-24	1	1	0	0	NULL	NULL
1000	REQ-2025-207	12	2025-10-16	1	1	0	0	NULL	NULL
1001	REQ-2025-236	5	2025-10-13	0	0	0	0	NULL	NULL
1002	REQ-2026-259	4	2025-08-12	0	0	0	0	NULL	NULL
1003	REQ-2026-273	2	2026-06-16	1	1	0	0	NULL	NULL
1004	REQ-2025-288	9	2026-03-10	0	0	0	0	NULL	NULL
1005	REQ-2026-166	5	2025-09-22	0	0	0	0	NULL	NULL
1006	REQ-2026-103	4	2025-12-11	0	0	0	0	NULL	NULL
1007	REQ-2026-235	1	2026-05-23	0	0	0	0	NULL	NULL
1008	REQ-2025-152	12	2026-06-17	1	0	0	0	NULL	NULL
1009	REQ-2026-206	10	2025-09-06	1	1	0	0	NULL	NULL
1010	REQ-2026-245	1	2026-05-18	1	1	0	0	NULL	NULL
1011	REQ-2025-257	11	2025-10-13	0	0	0	0	NULL	NULL
1012	REQ-2025-164	3	2025-12-15	1	0	0	0	NULL	NULL
1013	REQ-2025-234	2	2026-02-05	0	0	0	0	NULL	NULL
1014	REQ-2026-310	1	2026-01-01	0	0	0	0	NULL	NULL
1015	REQ-2025-101	1	2026-03-14	0	0	0	0	NULL	NULL
1016	REQ-2026-193	2	2026-02-13	0	0	0	0	NULL	NULL
1017	REQ-2026-163	12	2026-07-01	1	0	0	0	NULL	NULL
1018	REQ-2026-163	15	2025-11-07	1	0	0	0	NULL	NULL
1019	REQ-2025-256	15	2026-02-18	1	0	0	0	NULL	NULL
1020	REQ-2026-272	14	2026-04-26	1	0	0	0	NULL	NULL
1021	REQ-2025-283	8	2026-01-31	0	0	0	0	NULL	NULL
1022	REQ-2026-118	3	2026-04-15	0	0	0	0	NULL	NULL
1023	REQ-2025-149	13	2026-01-09	1	1	1	1	2026-02-02	24
1024	REQ-2026-185	3	2026-05-17	0	0	0	0	NULL	NULL
1025	REQ-2025-213	4	2026-07-04	1	0	0	0	NULL	NULL
1026	REQ-2026-273	10	2025-08-13	1	0	0	0	NULL	NULL
1027	REQ-2025-124	1	2026-06-10	0	0	0	0	NULL	NULL
1028	REQ-2026-107	7	2025-11-29	1	0	0	0	NULL	NULL
1029	REQ-2025-182	6	2026-05-02	1	0	0	0	NULL	NULL
1030	REQ-2026-193	8	2025-12-22	1	0	0	0	NULL	NULL
1031	REQ-2025-300	2	2025-12-24	0	0	0	0	NULL	NULL
1032	REQ-2025-223	2	2025-11-28	0	0	0	0	NULL	NULL
1033	REQ-2026-191	7	2026-04-22	0	0	0	0	NULL	NULL
1034	REQ-2025-135	2	2026-05-26	0	0	0	0	NULL	NULL
1035	REQ-2025-215	2	2026-05-29	1	0	0	0	NULL	NULL
1036	REQ-2025-268	2	2026-05-06	0	0	0	0	NULL	NULL
1037	REQ-2025-268	1	2026-07-25	0	0	0	0	NULL	NULL
1038	REQ-2025-343	12	2026-01-23	0	0	0	0	NULL	NULL
1039	REQ-2025-209	10	2026-01-17	1	0	0	0	NULL	NULL
1040	REQ-2025-108	12	2025-09-22	1	0	0	0	NULL	NULL
1041	REQ-2026-143	8	2026-02-22	1	0	0	0	NULL	NULL
1042	REQ-2026-293	14	2025-08-18	1	0	0	0	NULL	NULL
1043	REQ-2025-175	16	2026-01-15	1	0	0	0	NULL	NULL
1044	REQ-2026-138	4	2026-02-19	0	0	0	0	NULL	NULL
1045	REQ-2025-209	15	2026-05-01	0	0	0	0	NULL	NULL
1046	REQ-2025-341	6	2025-10-24	0	0	0	0	NULL	NULL
1047	REQ-2025-265	15	2026-07-11	1	0	0	0	NULL	NULL
1048	REQ-2025-129	16	2025-10-29	0	0	0	0	NULL	NULL
1049	REQ-2025-333	1	2026-04-03	1	0	0	0	NULL	NULL
1050	REQ-2025-215	13	2025-12-19	0	0	0	0	NULL	NULL
1051	REQ-2026-115	8	2026-03-03	0	0	0	0	NULL	NULL
1052	REQ-2025-225	10	2026-02-25	1	0	0	0	NULL	NULL
1053	REQ-2026-309	3	2026-06-27	1	0	0	0	NULL	NULL
1054	REQ-2026-219	2	2025-11-08	0	0	0	0	NULL	NULL
1055	REQ-2026-148	9	2026-06-01	0	0	0	0	NULL	NULL
1056	REQ-2026-245	6	2025-09-04	1	1	0	0	NULL	NULL
1057	REQ-2025-343	2	2026-06-03	1	0	0	0	NULL	NULL
1058	REQ-2025-244	5	2025-09-12	1	1	0	0	NULL	NULL
1059	REQ-2025-126	13	2026-06-12	0	0	0	0	NULL	NULL
1060	REQ-2026-309	16	2025-09-15	1	1	0	0	NULL	NULL
1061	REQ-2026-261	9	2026-01-23	0	0	0	0	NULL	NULL
1062	REQ-2026-147	3	2025-11-03	0	0	0	0	NULL	NULL
1063	REQ-2026-132	15	2026-05-30	0	0	0	0	NULL	NULL
1064	REQ-2025-213	10	2026-05-10	0	0	0	0	NULL	NULL
1065	REQ-2026-315	10	2026-06-08	1	1	1	0	NULL	NULL
1066	REQ-2025-102	7	2025-09-07	0	0	0	0	NULL	NULL
1067	REQ-2026-284	7	2026-03-23	1	0	0	0	NULL	NULL
1068	REQ-2026-310	7	2026-03-26	1	1	1	1	2026-05-23	58
1069	REQ-2025-300	16	2026-03-19	1	0	0	0	NULL	NULL
1070	REQ-2025-137	4	2026-01-25	1	0	0	0	NULL	NULL
1071	REQ-2025-314	15	2026-02-19	1	1	1	1	2026-03-23	32
1072	REQ-2026-217	13	2026-06-29	1	0	0	0	NULL	NULL
1073	REQ-2025-280	7	2025-08-10	1	0	0	0	NULL	NULL
1074	REQ-2026-161	15	2026-02-22	0	0	0	0	NULL	NULL
1075	REQ-2025-196	2	2026-05-06	1	0	0	0	NULL	NULL
1076	REQ-2026-130	14	2025-11-16	0	0	0	0	NULL	NULL
1077	REQ-2025-177	15	2026-04-02	0	0	0	0	NULL	NULL
1078	REQ-2026-249	6	2026-01-12	1	1	1	1	2026-01-26	14
1079	REQ-2026-197	16	2026-07-10	0	0	0	0	NULL	NULL
1080	REQ-2025-220	6	2026-05-18	0	0	0	0	NULL	NULL
1081	REQ-2026-338	10	2026-04-14	0	0	0	0	NULL	NULL
1082	REQ-2026-204	8	2026-06-23	1	0	0	0	NULL	NULL
1083	REQ-2026-273	14	2025-11-07	1	0	0	0	NULL	NULL
1084	REQ-2026-159	10	2025-08-10	0	0	0	0	NULL	NULL
1085	REQ-2026-199	9	2026-01-18	1	0	0	0	NULL	NULL
1086	REQ-2026-118	11	09/05/2025	1	1	0	0	NULL	NULL
1087	REQ-2025-117	8	2025-12-13	0	0	0	0	NULL	NULL
1088	REQ-2026-251	2	2026-04-17	1	0	0	0	NULL	NULL
1089	REQ-2026-322	7	2026-01-09	1	1	0	0	NULL	NULL
1090	REQ-2025-325	9	2026-06-11	0	0	0	0	NULL	NULL
1091	REQ-2025-180	6	01/08/2026	0	0	0	0	NULL	NULL
1092	REQ-2025-311	2	2025-12-14	0	0	0	0	NULL	NULL
1093	REQ-2026-253	2	2026-02-11	0	0	0	0	NULL	NULL
1094	REQ-2026-214	12	2025-12-04	1	0	0	0	NULL	NULL
1095	REQ-2026-232	7	2026-03-19	1	1	0	0	NULL	NULL
1096	REQ-2025-350	5	01/22/2026	1	1	0	0	NULL	NULL
1097	REQ-2026-145	16	2026-03-21	1	0	0	0	NULL	NULL
1098	REQ-2026-254	4	2025-09-09	1	0	0	0	NULL	NULL
1099	REQ-2026-344	14	2026-01-04	0	0	0	0	NULL	NULL
1100	REQ-2025-263	9	02/08/2026	0	0	0	0	NULL	NULL
1101	REQ-2026-163	16	2026-03-08	0	0	0	0	NULL	NULL
1102	REQ-2026-310	3	2026-01-22	0	0	0	0	NULL	NULL
1103	REQ-2025-238	5	2025-12-24	0	0	0	0	NULL	NULL
1104	REQ-2025-205	13	2026-02-18	1	0	0	0	NULL	NULL
1105	REQ-2025-175	1	2025-10-07	1	0	0	0	NULL	NULL
1106	REQ-2025-104	9	2026-05-14	0	0	0	0	NULL	NULL
1107	REQ-2025-172	1	2025-09-06	1	1	0	0	NULL	NULL
1108	REQ-2025-137	14	2026-02-11	0	0	0	0	NULL	NULL
1109	REQ-2025-160	12	2025-08-07	1	0	0	0	NULL	NULL
1110	REQ-2026-308	11	2026-06-23	1	1	0	0	NULL	NULL
1111	REQ-2026-115	12	2026-07-17	0	0	0	0	NULL	NULL
1112	REQ-2025-213	11	2026-04-23	0	0	0	0	NULL	NULL
1113	REQ-2026-261	7	2025-11-22	0	0	0	0	NULL	NULL
1114	REQ-2026-227	12	2026-07-18	1	0	0	0	NULL	NULL
1115	REQ-2025-233	5	2026-01-03	0	0	0	0	NULL	NULL
1116	REQ-2025-346	7	2025-10-09	0	0	0	0	NULL	NULL
1117	REQ-2026-199	1	2026-04-16	1	1	0	0	NULL	NULL
1118	REQ-2025-177	11	2026-01-07	0	0	0	0	NULL	NULL
1119	REQ-2026-187	8	2025-12-28	1	1	0	0	NULL	NULL
1120	REQ-2025-125	1	2026-06-27	1	1	0	0	NULL	NULL
1121	REQ-2025-223	11	2025-09-01	0	0	0	0	NULL	NULL
1122	REQ-2026-107	16	2025-12-12	0	0	0	0	NULL	NULL
1123	REQ-2026-191	15	2026-05-09	1	1	0	0	NULL	NULL
1124	REQ-2026-199	13	2026-06-10	0	0	0	0	NULL	NULL
1125	REQ-2025-135	1	2026-05-09	1	1	0	0	NULL	NULL
1126	REQ-2025-135	2	2026-04-05	0	0	0	0	NULL	NULL
1127	REQ-2025-265	9	2026-04-21	1	1	0	0	NULL	NULL
1128	REQ-2025-137	2	08/31/2025	1	0	0	0	NULL	NULL
1129	REQ-2026-227	7	2025-08-08	1	0	0	0	NULL	NULL
1130	REQ-2026-166	10	2026-02-25	1	0	0	0	NULL	NULL
1131	REQ-2025-213	12	2025-08-13	1	1	0	0	NULL	NULL
1132	REQ-2026-111	6	2025-12-01	0	0	0	0	NULL	NULL
1133	REQ-2025-298	13	2026-06-08	1	0	0	0	NULL	NULL
1134	REQ-2026-316	13	2026-04-20	1	0	0	0	NULL	NULL
1135	REQ-2026-103	6	2026-04-21	1	0	0	0	NULL	NULL
1136	REQ-2026-269	7	2025-11-06	0	0	0	0	NULL	NULL
1137	REQ-2026-352	10	2026-01-08	1	0	0	0	NULL	NULL
1138	REQ-2026-286	14	2026-02-06	1	0	0	0	NULL	NULL
1139	REQ-2025-234	15	2025-11-15	0	0	0	0	NULL	NULL
1140	REQ-2025-220	2	2026-07-10	1	0	0	0	NULL	NULL
1141	REQ-2025-280	1	2026-05-21	1	0	0	0	NULL	NULL
1142	REQ-2025-350	16	2026-04-07	1	1	0	0	NULL	NULL
1143	REQ-2026-133	13	2026-05-14	0	0	0	0	NULL	NULL
1144	REQ-2025-257	1	2025-11-24	0	0	0	0	NULL	NULL
1145	REQ-2026-284	3	2025-08-06	1	0	0	0	NULL	NULL
1146	REQ-2025-229	14	2026-05-20	0	0	0	0	NULL	NULL
1147	REQ-2026-206	4	2026-05-24	1	0	0	0	NULL	NULL
1148	REQ-2025-228	2	2025-10-28	1	1	0	0	NULL	NULL
1149	REQ-2025-292	2	2026-03-26	0	0	0	0	NULL	NULL
1150	REQ-2025-223	7	2026-04-11	1	1	0	0	NULL	NULL
1151	REQ-2026-286	9	2025-11-11	1	0	0	0	NULL	NULL
1152	REQ-2025-139	9	2026-05-21	1	0	0	0	NULL	NULL
1153	REQ-2026-114	4	2026-03-29	1	1	0	0	NULL	NULL
1154	REQ-2025-257	11	2025-09-07	1	1	0	0	NULL	NULL
