survey_id	employee_id	survey_date	engagement_score	manager_satisfaction	work_life_balance_score	eNPS_category
NULL	2212	2025-01-31	4	3	2	Detractor
NULL	2212	2025-04-30	3	4	4	Promoter
NULL	2212	2025-07-31	6	7	6	Detractor
NULL	2212	2025-10-31	8	5	7	Passive
NULL	2212	2026-01-31	4	5	1	Promoter
NULL	2212	2026-04-30	4	1	2	Passive
NULL	2212	2026-07-31	2	NULL	5	Passive
NULL	2214	2024-01-31	9	3	8	Promoter
NULL	2215	2024-04-30	10	6	6	Promoter
NULL	2215	2026-04-30	9	10	10	Promoter
NULL	2215	2026-07-31	9	7	10	Promoter
NULL	2216	2024-01-31	5	9	5	Detractor
NULL	2216	2024-04-30	6	7	4	Passive
NULL	2216	2024-07-31	6	3	4	Detractor
NULL	2216	2025-01-31	8	2	6	Passive
NULL	2216	2025-07-31	6	2	2	Passive
NULL	2216	2026-04-30	6	4	3	Detractor
NULL	2219	2024-01-31	1	2	2	Detractor
NULL	2219	2024-04-30	3	2	1	Detractor
NULL	2219	2024-07-31	4	1	2	Detractor
NULL	2219	2025-04-30	5	4	2	Detractor
NULL	2219	2025-07-31	2	4	1	Detractor
NULL	2219	2025-10-31	3	1	1	Passive
NULL	2219	2026-01-31	3	NULL	1	Passive
NULL	2219	2026-07-31	1	4	2	Detractor
NULL	2220	2024-01-31	3	7	7	Detractor
NULL	2220	2024-07-31	7	4	7	Passive
NULL	2220	2024-10-31	8	4	2	Promoter
NULL	2220	2025-04-30	6	6	4	Passive
NULL	2220	2025-07-31	8	3	10	Passive
NULL	2220	2025-10-31	6	3	3	Detractor
NULL	2220	2026-01-31	4	2	5	Detractor
NULL	2220	2026-07-31	9	5	6	Promoter
NULL	2221	2025-07-31	8	5	4	Passive
NULL	2221	2026-01-31	8	6	8	Passive
NULL	2221	2026-04-30	4	4	6	Detractor
NULL	2221	2026-07-31	3	7	6	Detractor
NULL	2222	2026-04-30	10	6	6	Promoter
NULL	2222	2026-07-31	7	NULL	7	Promoter
NULL	2223	2025-04-30	7	7	6	Passive
NULL	2223	2025-07-31	4	7	8	Detractor
NULL	2223	2026-04-30	6	5	10	Promoter
NULL	2224	2026-07-31	3	1	4	Detractor
NULL	2225	2024-01-31	1	NULL	4	Promoter
NULL	2225	2024-07-31	3	3	3	Detractor
NULL	2225	2024-10-31	5	5	5	Detractor
NULL	2225	2025-01-31	6	7	2	Detractor
NULL	2225	2025-04-30	8	8	4	Passive
NULL	2225	2025-07-31	4	1	1	Detractor
NULL	2225	2025-10-31	7	3	7	Passive
NULL	2225	2026-01-31	7	1	5	Passive
NULL	2227	2024-04-30	9	9	6	Promoter
NULL	2227	2024-07-31	9	6	6	Promoter
NULL	2227	2025-01-31	8	7	9	Promoter
NULL	2227	2025-04-30	7	9	5	Detractor
NULL	2227	2025-07-31	8	7	4	Promoter
NULL	2227	2026-01-31	7	8	7	Detractor
NULL	2227	2026-04-30	6	4	3	Passive
NULL	2227	07/31/2026	8	4	4	Passive
NULL	2228	2025-10-31	9	4	6	Promoter
NULL	2228	2026-01-31	9	10	5	Promoter
NULL	2229	2025-07-31	9	4	7	Promoter
NULL	2230	2024-01-31	9	5	10	Promoter
NULL	2230	2024-04-30	5	10	5	Passive
NULL	2230	2024-07-31	8	9	NULL	Promoter
NULL	2230	2024-10-31	7	7	7	Passive
NULL	2230	2025-01-31	10	7	7	Promoter
NULL	2230	2025-04-30	8	9	6	Passive
NULL	2230	2025-07-31	7	5	2	Promoter
NULL	2230	2025-10-31	10	6	7	Promoter
NULL	2230	2026-01-31	9	8	9	Detractor
NULL	2230	2026-04-30	8	8	2	Passive
NULL	2230	2026-07-31	10	NULL	8	Promoter
NULL	2231	2024-01-31	7	5	5	Detractor
NULL	2231	2024-04-30	7	9	8	Detractor
NULL	2231	2024-07-31	9	7	4	Promoter
NULL	2231	2024-10-31	10	10	7	Promoter
NULL	2231	01/31/2025	10	10	8	Promoter
NULL	2231	2026-01-31	8	10	3	Promoter
NULL	2231	2026-04-30	10	9	4	Promoter
NULL	2232	01/31/2024	10	5	NULL	Promoter
NULL	2232	2024-04-30	10	7	1	Promoter
NULL	2232	2024-07-31	9	6	6	Promoter
NULL	2232	2024-10-31	9	10	9	Passive
NULL	2232	2025-01-31	10	10	7	Promoter
NULL	2232	04/30/2025	6	10	8	Detractor
NULL	2232	2025-07-31	10	7	8	Passive
NULL	2232	2026-04-30	9	NULL	7	Promoter
NULL	2232	2026-07-31	9	7	9	Promoter
NULL	2233	2026-07-31	7	2	6	Detractor
NULL	2234	2025-07-31	3	5	6	Detractor
NULL	2234	2025-10-31	5	4	9	Detractor
NULL	2234	2026-07-31	5	5	4	Detractor
NULL	2235	2026-07-31	2	7	6	Passive
NULL	2236	2024-01-31	9	7	8	Promoter
NULL	2236	2024-04-30	9	9	10	Promoter
NULL	2236	2024-07-31	10	7	4	Promoter
NULL	2236	2025-01-31	10	6	7	Promoter
NULL	2237	2024-01-31	7	8	6	Passive
NULL	2237	2024-04-30	8	8	8	Passive
NULL	2237	2024-07-31	7	5	6	Passive
NULL	2237	2024-10-31	8	7	6	Promoter
NULL	2237	2025-01-31	10	5	5	Promoter
NULL	2237	2025-04-30	9	4	3	Promoter
NULL	2237	2025-10-31	3	5	5	Passive
NULL	2237	2026-04-30	9	7	6	Promoter
NULL	2237	2026-07-31	7	8	7	Detractor
NULL	2238	2024-01-31	6	4	8	Detractor
NULL	2238	2024-07-31	7	8	9	Promoter
NULL	2238	2024-10-31	9	6	5	Passive
NULL	2238	2025-01-31	8	6	9	Passive
NULL	2238	2025-04-30	8	8	7	Detractor
NULL	2238	2025-07-31	10	9	6	Promoter
NULL	2238	2026-01-31	5	7	3	Detractor
NULL	2238	2026-04-30	5	2	2	Detractor
NULL	2239	2024-01-31	5	3	5	Passive
NULL	2239	2024-10-31	3	5	7	Detractor
NULL	2239	2025-01-31	5	1	8	Detractor
NULL	2239	2025-04-30	6	4	4	Passive
NULL	2239	2025-07-31	5	3	2	Detractor
NULL	2239	2025-10-31	5	1	4	Detractor
NULL	2239	2026-01-31	2	2	1	Promoter
NULL	2239	2026-04-30	7	4	6	Passive
NULL	2239	2026-07-31	6	4	7	Detractor
NULL	2240	2024-01-31	1	4	6	Detractor
NULL	2240	04/30/2024	8	8	6	Detractor
NULL	2240	2024-07-31	5	5	7	Detractor
NULL	2240	2025-01-31	7	9	3	Passive
NULL	2240	2025-04-30	9	9	4	Promoter
NULL	2240	2025-07-31	8	6	6	Detractor
NULL	2240	2025-10-31	7	5	4	Detractor
NULL	2240	2026-04-30	8	6	NULL	Passive
NULL	2240	2026-07-31	8	7	9	Promoter
NULL	2241	2025-01-31	5	5	1	Detractor
NULL	2241	2025-07-31	8	3	4	Passive
NULL	2241	2026-01-31	3	1	8	Detractor
NULL	2241	2026-04-30	6	7	8	Detractor
NULL	2241	2026-07-31	5	2	1	Detractor
NULL	2242	2024-01-31	1	8	NULL	Passive
NULL	2242	2024-04-30	3	4	3	Detractor
NULL	2242	2024-07-31	5	5	2	Detractor
NULL	2242	2024-10-31	5	6	1	Detractor
NULL	2242	2025-04-30	4	5	1	Detractor
NULL	2242	2025-07-31	5	1	4	Passive
NULL	2242	2025-10-31	3	5	2	Detractor
NULL	2242	2026-04-30	4	5	4	Detractor
NULL	2242	07/31/2026	4	4	8	Passive
NULL	2243	2025-07-31	9	3	8	Promoter
NULL	2243	2025-10-31	6	10	9	Passive
NULL	2243	2026-01-31	4	7	3	Passive
NULL	2243	2026-04-30	4	6	5	Detractor
NULL	2243	2026-07-31	7	3	7	Passive
NULL	2244	2024-07-31	6	7	6	Promoter
NULL	2244	2024-10-31	10	5	7	Promoter
NULL	2244	2025-01-31	3	3	9	Detractor
NULL	2244	2025-04-30	7	6	3	Promoter
NULL	2244	2025-07-31	8	4	7	Detractor
NULL	2244	2025-10-31	1	5	2	Detractor
NULL	2244	2026-01-31	6	7	7	Passive
NULL	2244	2026-07-31	6	3	5	Detractor
NULL	2245	2024-04-30	5	3	8	Detractor
NULL	2245	2024-07-31	5	4	3	Detractor
NULL	2245	2024-10-31	7	3	1	Passive
NULL	2245	2025-04-30	5	2	1	Detractor
NULL	2245	2025-07-31	3	7	5	Passive
NULL	2245	2026-01-31	3	4	6	Detractor
NULL	2245	2026-04-30	2	7	1	Detractor
NULL	2246	2024-04-30	1	5	4	Detractor
NULL	2246	2024-07-31	3	6	1	Detractor
NULL	2246	2024-10-31	3	2	4	Detractor
NULL	2246	2025-01-31	3	3	4	Detractor
NULL	2246	2025-04-30	4	2	2	Detractor
NULL	2246	2025-07-31	4	4	5	Detractor
NULL	2246	2025-10-31	1	1	6	Passive
NULL	2246	2026-01-31	1	1	2	Detractor
NULL	2246	2026-04-30	4	2	2	Passive
NULL	2247	2025-01-31	4	6	2	Detractor
NULL	2247	2025-04-30	6	8	5	Detractor
NULL	2247	2025-07-31	5	3	4	Detractor
NULL	2247	2025-10-31	3	8	5	Detractor
NULL	2247	2026-01-31	7	5	4	Promoter
NULL	2247	2026-04-30	3	6	9	Detractor
NULL	2247	2026-07-31	6	3	3	Detractor
NULL	2248	2024-07-31	8	5	2	Promoter
NULL	2248	2024-10-31	10	10	9	Passive
NULL	2248	2025-01-31	7	4	8	Passive
NULL	2248	2025-04-30	5	8	4	Detractor
NULL	2248	2025-07-31	10	9	4	Detractor
NULL	2248	2025-10-31	9	3	1	Promoter
NULL	2248	2026-04-30	9	8	5	Promoter
NULL	2248	2026-07-31	9	10	9	Promoter
NULL	2249	2024-07-31	5	5	8	Detractor
NULL	2249	10/31/2024	7	6	5	Passive
NULL	2249	2025-01-31	3	NULL	3	Passive
NULL	2249	2025-04-30	7	3	3	Passive
NULL	2249	2025-07-31	10	7	NULL	Promoter
NULL	2249	2025-10-31	8	6	1	Promoter
NULL	2249	2026-01-31	8	8	9	Promoter
NULL	2249	2026-07-31	10	8	7	Promoter
NULL	2250	2024-04-30	1	1	3	Detractor
NULL	2250	2024-10-31	2	3	1	Detractor
NULL	2250	2025-10-31	4	4	1	Detractor
NULL	2250	2026-01-31	1	NULL	2	Detractor
NULL	2250	2026-07-31	1	2	1	Detractor
NULL	2252	2024-01-31	1	4	3	Detractor
NULL	2252	2024-04-30	2	4	1	Passive
NULL	2252	2025-07-31	1	1	2	Passive
NULL	2252	2025-10-31	4	1	2	Detractor
NULL	2252	2026-01-31	2	2	1	Detractor
NULL	2252	2026-04-30	4	2	1	Detractor
NULL	2252	2026-07-31	3	1	1	Detractor
NULL	2253	2024-04-30	6	6	7	Detractor
NULL	2253	2024-10-31	1	6	7	Detractor
NULL	2253	2025-01-31	4	7	10	Detractor
NULL	2253	2025-04-30	4	8	5	Detractor
NULL	2253	2025-10-31	4	5	1	Detractor
NULL	2253	2026-01-31	4	5	8	Detractor
NULL	2254	2024-04-30	5	4	5	Detractor
NULL	2254	2024-10-31	6	5	4	Detractor
NULL	2254	2025-01-31	1	3	6	Detractor
NULL	2254	2025-07-31	6	7	2	Passive
NULL	2254	2025-10-31	1	5	7	Detractor
NULL	2254	2026-01-31	5	3	2	Detractor
NULL	2254	2026-04-30	4	3	1	Passive
NULL	2254	2026-07-31	7	4	4	Passive
NULL	2255	2024-01-31	10	8	10	Passive
NULL	2255	2024-04-30	10	10	3	Promoter
NULL	2255	2024-07-31	10	10	10	Promoter
NULL	2255	2024-10-31	10	6	10	Promoter
NULL	2255	2025-04-30	8	10	10	Promoter
NULL	2255	2025-10-31	6	7	10	Passive
NULL	2255	2026-01-31	9	8	10	Passive
NULL	2255	04/30/2026	10	9	10	Promoter
NULL	2256	2024-01-31	6	3	4	Detractor
NULL	2256	2024-04-30	3	4	4	Detractor
NULL	2256	2024-10-31	5	1	4	Detractor
NULL	2256	2025-01-31	6	3	6	Detractor
NULL	2256	2025-04-30	8	6	3	Passive
NULL	2256	2025-07-31	3	4	3	Promoter
NULL	2256	2025-10-31	4	5	2	Detractor
NULL	2256	2026-01-31	3	4	6	Passive
NULL	2256	2026-04-30	4	1	6	Detractor
NULL	2257	2024-01-31	6	3	8	Detractor
NULL	2257	2024-04-30	4	4	6	Promoter
NULL	2257	2024-07-31	4	4	2	Detractor
NULL	2257	2025-01-31	9	7	8	Promoter
NULL	2257	2025-07-31	7	7	1	Promoter
NULL	2257	2026-01-31	4	6	5	Passive
NULL	2257	2026-04-30	6	8	5	Detractor
NULL	2257	07/31/2026	9	6	2	Promoter
NULL	2258	2024-01-31	10	4	8	Promoter
NULL	2258	2025-01-31	6	5	5	Detractor
NULL	2258	2025-04-30	9	6	5	Promoter
NULL	2258	2025-10-31	8	9	10	Passive
NULL	2258	2026-01-31	10	7	8	Promoter
NULL	2258	2026-07-31	9	7	9	Promoter
NULL	2259	2024-01-31	6	5	7	Detractor
NULL	2259	2024-04-30	9	8	7	Promoter
NULL	2259	2024-07-31	9	10	5	Promoter
NULL	2259	2025-07-31	9	3	5	Promoter
NULL	2259	2025-10-31	8	NULL	8	Promoter
NULL	2259	2026-01-31	9	7	10	Detractor
NULL	2259	2026-04-30	10	9	7	Promoter
NULL	2260	2024-01-31	6	6	4	Detractor
NULL	2260	2024-04-30	3	5	2	Detractor
NULL	2260	2024-07-31	5	NULL	2	Detractor
NULL	2260	2025-01-31	6	5	3	Detractor
NULL	2260	2025-04-30	3	4	1	Detractor
NULL	2260	2025-07-31	3	2	2	Passive
NULL	2260	2025-10-31	6	1	5	Passive
NULL	2260	2026-01-31	5	6	2	Detractor
NULL	2260	2026-04-30	5	4	1	Detractor
NULL	2260	2026-07-31	4	2	1	Passive
NULL	2261	2025-07-31	7	1	6	Passive
NULL	2261	2026-01-31	4	4	1	Detractor
NULL	2262	2024-01-31	1	3	1	Detractor
NULL	2262	2024-07-31	1	1	10	Detractor
NULL	2262	2024-10-31	2	5	2	Detractor
NULL	2262	2025-04-30	1	3	1	Detractor
NULL	2262	2025-07-31	1	1	4	Detractor
NULL	2262	2025-10-31	1	2	9	Detractor
NULL	2262	2026-04-30	1	2	1	Detractor
NULL	2262	2026-07-31	4	1	2	Passive
NULL	2263	01/31/2024	4	7	1	Detractor
NULL	2263	2024-07-31	3	5	1	Detractor
NULL	2263	2024-10-31	5	NULL	3	Detractor
NULL	2263	2025-01-31	4	1	5	Passive
NULL	2263	2025-04-30	3	1	4	Detractor
NULL	2263	2025-07-31	2	5	2	Passive
NULL	2263	2025-10-31	2	5	3	Detractor
NULL	2263	2026-01-31	4	4	2	Detractor
NULL	2264	2024-01-31	6	8	7	Detractor
NULL	2264	2024-10-31	6	4	7	Detractor
NULL	2264	2025-04-30	8	6	2	Detractor
NULL	2264	2025-07-31	6	9	1	Detractor
NULL	2264	2025-10-31	10	10	5	Promoter
NULL	2264	2026-01-31	9	8	3	Promoter
NULL	2264	2026-04-30	5	8	5	Detractor
NULL	2265	2024-01-31	10	7	7	Promoter
NULL	2265	2024-04-30	10	3	9	Promoter
NULL	2265	2024-07-31	10	5	9	Promoter
NULL	2265	2024-10-31	8	8	9	Passive
NULL	2265	2025-01-31	10	10	4	Promoter
NULL	2265	2025-07-31	10	10	4	Passive
NULL	2265	2026-01-31	10	4	7	Promoter
NULL	2265	2026-04-30	8	7	6	Promoter
NULL	2265	2026-07-31	9	8	10	Promoter
NULL	3927	2024-04-30	7	4	9	Promoter
NULL	3927	2024-07-31	6	3	9	Detractor
NULL	3927	2024-10-31	10	7	7	Passive
NULL	3927	2025-01-31	9	6	10	Promoter
NULL	3927	2025-04-30	6	2	9	Detractor
NULL	3927	2025-07-31	7	5	6	Promoter
NULL	3927	2025-10-31	8	4	7	Promoter
NULL	3927	2026-01-31	9	5	6	Passive
NULL	3927	2026-07-31	8	9	8	Passive
NULL	2266	2024-10-31	3	2	7	Detractor
NULL	2266	2025-04-30	6	4	2	Detractor
NULL	2266	2025-07-31	6	3	2	Passive
NULL	2266	2026-01-31	7	2	NULL	Passive
NULL	2266	2026-04-30	4	5	1	Passive
NULL	2266	2026-07-31	7	6	9	Promoter
NULL	2267	2024-04-30	5	3	6	Detractor
NULL	2267	2024-07-31	4	3	NULL	Detractor
NULL	2267	2024-10-31	4	1	1	Detractor
NULL	2267	2025-01-31	5	3	6	Detractor
NULL	2267	2025-04-30	5	5	5	Detractor
NULL	2267	2025-07-31	7	5	1	Promoter
NULL	2267	2026-01-31	4	5	1	Detractor
NULL	2267	2026-04-30	8	1	NULL	Passive
NULL	2267	07/31/2026	3	6	1	Passive
NULL	2268	2025-04-30	5	7	4	Detractor
NULL	2268	2025-07-31	6	2	7	Detractor
NULL	2268	2026-01-31	7	2	6	Promoter
NULL	2269	2024-07-31	2	3	6	Promoter
NULL	2269	2025-01-31	4	5	4	Passive
NULL	2269	2025-04-30	4	4	9	Detractor
NULL	2269	2025-07-31	1	5	7	Passive
NULL	2269	2026-01-31	3	1	8	Promoter
NULL	2269	2026-04-30	6	6	3	Passive
NULL	2269	2026-07-31	6	NULL	4	Detractor
NULL	2270	10/31/2025	8	8	1	Promoter
NULL	2270	2026-01-31	8	8	10	Passive
NULL	2270	2026-04-30	8	3	5	Detractor
NULL	2270	2026-07-31	8	7	6	Promoter
NULL	2271	2024-04-30	6	3	5	Detractor
NULL	2271	2024-07-31	7	6	7	Promoter
NULL	2271	2024-10-31	6	4	2	Detractor
NULL	2271	2025-01-31	5	6	3	Detractor
NULL	2271	2025-04-30	4	6	3	Detractor
NULL	2271	2025-07-31	7	NULL	3	Passive
NULL	2271	2025-10-31	3	5	1	Detractor
NULL	2272	2024-01-31	1	4	4	Passive
NULL	2272	07/31/2024	3	7	6	Passive
NULL	2272	2024-10-31	7	NULL	7	Passive
NULL	2272	2025-01-31	3	4	2	Detractor
NULL	2272	2025-04-30	3	1	3	Detractor
NULL	2272	2025-10-31	3	4	9	Detractor
NULL	2272	2026-01-31	6	6	4	Detractor
NULL	2272	2026-04-30	5	3	2	Detractor
NULL	2272	2026-07-31	5	4	1	Passive
NULL	2273	2025-07-31	5	4	3	Detractor
NULL	2273	2025-10-31	7	1	9	Passive
NULL	2273	2026-07-31	2	1	3	Detractor
NULL	2274	2024-01-31	6	2	8	Detractor
NULL	2274	2024-04-30	2	1	3	Detractor
NULL	2274	2024-07-31	4	1	4	Passive
NULL	2274	2025-01-31	3	7	1	Passive
NULL	2274	2025-04-30	5	3	2	Passive
NULL	2274	2025-07-31	8	NULL	6	Passive
NULL	2274	10/31/2025	3	1	1	Detractor
NULL	2274	2026-01-31	7	4	1	Promoter
NULL	2274	2026-04-30	3	2	7	Detractor
NULL	2275	2024-10-31	2	4	1	Passive
NULL	2275	2025-01-31	2	1	4	Detractor
NULL	2275	2025-04-30	6	4	2	Detractor
NULL	2275	2025-07-31	3	5	3	Detractor
NULL	2275	2025-10-31	8	6	1	Passive
NULL	2275	2026-01-31	4	2	1	Detractor
NULL	2275	2026-07-31	2	6	2	Detractor
NULL	2276	2024-07-31	9	9	10	Promoter
NULL	2276	2024-10-31	10	8	2	Promoter
NULL	2276	2025-01-31	8	6	10	Passive
NULL	2276	2025-04-30	10	10	7	Promoter
NULL	2276	2025-10-31	7	7	9	Detractor
NULL	2276	2026-01-31	10	5	5	Passive
NULL	2276	2026-07-31	9	10	8	Passive
NULL	2277	2026-07-31	7	8	5	Detractor
NULL	2278	2024-04-30	5	5	5	Detractor
NULL	2278	2024-07-31	8	8	8	Promoter
NULL	2278	2024-10-31	4	10	10	Passive
NULL	2278	2025-01-31	10	5	8	Promoter
NULL	2278	2025-04-30	5	5	6	Detractor
NULL	2278	2025-07-31	6	7	8	Passive
NULL	2278	2025-10-31	5	7	5	Detractor
NULL	2278	2026-01-31	8	10	8	Passive
NULL	2278	2026-04-30	7	4	4	Promoter
NULL	2278	2026-07-31	5	5	8	Passive
NULL	2279	2026-04-30	9	10	5	Promoter
NULL	2280	2025-07-31	2	4	5	Detractor
NULL	2280	2025-10-31	7	NULL	1	Passive
NULL	2280	2026-04-30	1	2	1	Detractor
NULL	2280	2026-07-31	5	1	1	Detractor
NULL	2281	2024-10-31	5	2	5	Detractor
NULL	2281	2025-01-31	3	2	1	Detractor
NULL	2281	2025-04-30	3	7	2	Passive
NULL	2281	2025-07-31	5	3	5	Detractor
NULL	2281	2025-10-31	1	1	4	Detractor
NULL	2281	2026-01-31	2	1	6	Detractor
NULL	2281	2026-04-30	1	2	7	Detractor
NULL	2281	2026-07-31	3	1	1	Detractor
NULL	2282	2024-01-31	10	8	5	Promoter
NULL	2282	2024-04-30	9	8	8	Promoter
NULL	2282	2024-07-31	9	9	5	Promoter
NULL	2282	2024-10-31	10	6	8	Promoter
NULL	2282	2025-01-31	7	10	10	Promoter
NULL	2282	2025-04-30	6	4	8	Passive
NULL	2282	2025-07-31	9	8	10	Promoter
NULL	2282	2025-10-31	8	10	8	Promoter
NULL	2282	2026-01-31	9	10	8	Promoter
NULL	2282	2026-04-30	10	8	7	Promoter
NULL	2282	2026-07-31	5	6	10	Passive
NULL	2283	2025-04-30	3	3	5	Passive
NULL	2283	2025-07-31	6	3	4	Detractor
NULL	2283	2026-01-31	4	3	1	Detractor
NULL	2283	2026-07-31	2	5	1	Detractor
NULL	2284	2024-07-31	3	2	3	Passive
NULL	2284	2024-10-31	1	NULL	3	Detractor
NULL	2284	2025-01-31	1	1	1	Promoter
NULL	2284	2025-04-30	1	1	1	Detractor
NULL	2284	2025-07-31	3	3	3	Detractor
NULL	2284	2025-10-31	1	1	1	Passive
NULL	2284	2026-01-31	1	1	3	Passive
NULL	2284	2026-07-31	1	1	5	Detractor
NULL	2285	2024-07-31	5	3	3	Detractor
NULL	2285	2024-10-31	4	6	4	Detractor
NULL	2285	2025-01-31	2	1	3	Passive
NULL	2285	2025-04-30	4	7	8	Detractor
NULL	2285	2026-01-31	6	3	NULL	Promoter
NULL	2285	2026-04-30	3	4	7	Passive
NULL	2286	2024-01-31	8	7	3	Passive
NULL	2286	2024-04-30	7	5	7	Passive
NULL	2286	2024-07-31	6	7	6	Detractor
NULL	2286	2024-10-31	7	6	10	Passive
NULL	2286	2025-01-31	6	7	8	Detractor
NULL	2286	2025-07-31	7	10	5	Passive
NULL	2286	2025-10-31	10	3	5	Promoter
NULL	2286	2026-04-30	10	9	9	Promoter
NULL	2286	2026-07-31	9	9	2	Promoter
NULL	2287	2024-01-31	10	10	10	Passive
NULL	2287	04/30/2024	5	8	9	Detractor
NULL	2287	2024-07-31	8	9	9	Promoter
NULL	2287	2024-10-31	10	10	7	Promoter
NULL	2287	2025-01-31	9	10	NULL	Promoter
NULL	2287	2025-07-31	8	9	8	Passive
NULL	2287	2025-10-31	10	10	6	Promoter
NULL	2287	2026-01-31	9	8	7	Promoter
NULL	2287	2026-07-31	7	8	6	Detractor
NULL	2288	2025-04-30	3	7	6	Detractor
NULL	2288	2026-04-30	8	3	2	Promoter
NULL	2288	2026-07-31	3	3	9	Passive
NULL	2289	2025-01-31	8	8	9	Passive
NULL	2289	2025-04-30	4	8	5	Promoter
NULL	2289	2025-07-31	7	3	6	Passive
NULL	2289	2025-10-31	5	7	8	Detractor
NULL	2289	2026-04-30	5	8	4	Passive
NULL	2289	2026-07-31	6	NULL	8	Detractor
NULL	2291	2026-01-31	4	4	6	Passive
NULL	2291	2026-07-31	7	5	8	Passive
NULL	2292	2025-01-31	5	4	6	Passive
NULL	2292	2025-07-31	6	NULL	9	Detractor
NULL	2292	2025-10-31	4	5	5	Promoter
NULL	2292	2026-01-31	2	4	9	Detractor
NULL	2293	2024-01-31	8	10	6	Detractor
NULL	2293	2024-04-30	10	10	10	Promoter
NULL	2293	2024-07-31	9	10	8	Promoter
NULL	2293	2024-10-31	10	10	10	Promoter
NULL	2293	2025-01-31	10	10	5	Promoter
NULL	2293	2025-04-30	9	6	9	Promoter
NULL	2293	2025-07-31	10	10	7	Promoter
NULL	2293	2026-01-31	10	10	8	Promoter
NULL	2293	2026-04-30	10	9	10	Promoter
NULL	2294	2024-01-31	8	8	8	Passive
NULL	2294	04/30/2024	9	NULL	6	Promoter
NULL	2294	2024-10-31	9	10	10	Promoter
NULL	2294	2025-01-31	10	5	8	Promoter
NULL	2294	2025-04-30	8	8	6	Promoter
NULL	2294	2025-10-31	10	6	5	Promoter
NULL	2294	04/30/2026	8	4	9	Passive
NULL	2294	2026-07-31	8	7	9	Promoter
NULL	2295	2024-01-31	3	NULL	2	Detractor
NULL	2295	2024-04-30	2	5	4	Passive
NULL	2295	2024-07-31	9	8	4	Promoter
NULL	2295	2024-10-31	4	4	6	Detractor
NULL	2295	2025-04-30	4	4	7	Promoter
NULL	2295	2025-07-31	6	5	5	Detractor
NULL	2295	2025-10-31	3	7	3	Detractor
NULL	2295	2026-01-31	10	3	2	Detractor
NULL	2295	2026-04-30	5	5	2	Detractor
NULL	2295	2026-07-31	7	5	5	Detractor
NULL	2297	2024-01-31	9	7	6	Promoter
NULL	2298	2025-01-31	3	6	6	Detractor
NULL	2298	2025-04-30	6	5	6	Detractor
NULL	2298	2026-01-31	5	9	1	Detractor
NULL	2300	2025-07-31	10	5	7	Promoter
NULL	2300	2025-10-31	5	9	4	Passive
NULL	2300	2026-01-31	5	7	3	Detractor
NULL	2300	2026-04-30	5	5	2	Passive
NULL	2300	2026-07-31	6	2	3	Detractor
NULL	2301	2024-01-31	5	6	4	Passive
NULL	2301	2024-04-30	4	6	5	Detractor
NULL	2301	2024-07-31	6	1	6	Detractor
NULL	2301	2024-10-31	4	1	7	Detractor
NULL	2301	2025-01-31	3	4	3	Detractor
NULL	2301	2025-04-30	3	2	8	Promoter
NULL	2301	2025-07-31	4	1	7	Passive
NULL	2301	2026-04-30	2	3	4	Detractor
NULL	2301	2026-07-31	4	5	3	Detractor
NULL	2303	2025-07-31	8	6	3	Passive
NULL	2303	2025-10-31	7	9	8	Detractor
NULL	2303	2026-01-31	5	10	9	Detractor
NULL	2303	2026-04-30	7	6	6	Promoter
NULL	2303	2026-07-31	8	6	7	Passive
NULL	2304	2025-01-31	5	5	6	Passive
NULL	2304	2025-04-30	8	8	1	Detractor
NULL	2304	2025-07-31	7	7	7	Passive
NULL	2304	2025-10-31	6	3	7	Detractor
NULL	2304	2026-07-31	5	3	5	Detractor
NULL	2305	2026-01-31	10	NULL	4	Promoter
NULL	2305	04/30/2026	10	4	8	Promoter
NULL	2306	2026-01-31	9	8	8	Passive
NULL	2306	2026-04-30	10	6	10	Promoter
NULL	2306	2026-07-31	10	9	7	Promoter
NULL	2307	2024-01-31	8	6	10	Promoter
NULL	2307	2024-04-30	8	7	6	Promoter
NULL	2307	07/31/2024	7	5	4	Detractor
NULL	2307	2025-01-31	10	10	6	Promoter
NULL	2307	2025-07-31	10	NULL	10	Promoter
NULL	2307	2026-01-31	9	NULL	7	Promoter
NULL	2307	2026-04-30	9	7	5	Promoter
NULL	2307	2026-07-31	9	10	8	Promoter
NULL	2309	2026-07-31	7	4	5	Promoter
NULL	2310	2024-10-31	6	2	4	Detractor
NULL	2310	2025-01-31	6	4	5	Detractor
NULL	2310	2025-04-30	3	3	1	Passive
NULL	2310	2026-01-31	4	5	4	Detractor
NULL	2310	2026-04-30	6	6	1	Detractor
NULL	2310	2026-07-31	8	5	8	Detractor
NULL	2311	2024-07-31	6	9	4	Detractor
NULL	2311	01/31/2025	7	7	6	Promoter
NULL	2311	2025-04-30	4	5	6	Detractor
NULL	2311	2025-07-31	6	9	5	Detractor
NULL	2311	2026-01-31	7	2	7	Passive
NULL	2311	2026-04-30	8	8	1	Promoter
NULL	2312	2025-01-31	4	10	8	Detractor
NULL	2312	2025-04-30	8	10	10	Passive
NULL	2312	2025-07-31	10	10	8	Promoter
NULL	2312	2026-01-31	10	5	10	Promoter
NULL	2312	2026-04-30	9	7	10	Promoter
NULL	2312	2026-07-31	9	7	7	Promoter
NULL	2313	2024-01-31	1	1	4	Detractor
